BECvar_site,BECvar_seed,HTp_pred
BGxh1,MHmmp,0.3677
BGxh1,MHun,0.4465
BGxh1,MHunp,0.3229
BGxh1,MHwh,0.3839
BGxh1,MHwh1,0.3656
BGxh1,MHwhp,0.3424
BGxh1,MSdc1,0.6424
BGxh1,MSdc2,0.5903
BGxh1,MSdc3,0.6021
BGxh1,MSdk1,0.6658
BGxh1,MSdk2,0.6513
BGxh1,MSdm1,0.6891
BGxh1,MSdm2,0.6765
BGxh1,MSdm3,0.7086
BGxh1,MSdv,0.5719
BGxh1,MSmw1,0.6316
BGxh1,MSmw2,0.6740
BGxh1,MSun,0.5274
BGxh1,MSxk1,0.6813
BGxh1,MSxk2,0.7216
BGxh1,MSxk3,0.6586
BGxh1,MSxv,0.6113
BGxh1,PPdh2,0.8833
BGxh1,PPxh1,0.9766
BGxh1,PPxh2,0.9483
BGxh1,PPxh3,0.9042
BGxh1,SBPSdc,0.7042
BGxh1,SBPSmc,0.6849
BGxh1,SBPSmk,0.6969
BGxh1,SBPSxc,0.7022
BGxh1,SBSdh1,0.6965
BGxh1,SBSdh2,0.5690
BGxh1,SBSdk,0.7112
BGxh1,SBSdw1,0.7213
BGxh1,SBSdw2,0.7175
BGxh1,SBSdw3,0.6852
BGxh1,SBSmc1,0.6367
BGxh1,SBSmc2,0.6393
BGxh1,SBSmc3,0.6649
BGxh1,SBSmh,0.7558
BGxh1,SBSmk1,0.6097
BGxh1,SBSmk2,0.6358
BGxh1,SBSmm,0.6513
BGxh1,SBSmw,0.6859
BGxh1,SBSun,0.4983
BGxh1,SBSvk,0.5356
BGxh1,SBSwk1,0.5867
BGxh1,SBSwk2,0.5577
BGxh1,SBSwk3,0.6246
BGxh1,SWBmk,0.4787
BGxh1,SWBmks,0.4184
BGxh1,SWBun,0.4714
BGxh1,SWBuns,0.4229
BGxh1,SWBvk,0.3583
BGxh1,SWBvks,0.2941
BGxh2,BAFAun,0.3984
BGxh2,BAFAunp,0.4916
BGxh2,BGxh1,0.9797
BGxh2,BGxh2,1.0000
BGxh2,BGxh3,0.9896
BGxh2,BGxw1,0.9685
BGxh2,BGxw2,0.9421
BGxh2,BWBSdk,0.6541
BGxh2,BWBSmk,0.6292
