BECvar,BAFAun,BAFAunp,BGxh1,BGxh2,BGxh3,BGxw1,BGxw2,BWBSdk,BWBSmk,BWBSmw,BWBSvk,BWBSwk1,BWBSwk2,BWBSwk3,CDFmm,CMAun,CMAunp,CMAwh,CWHdm,CWHds1,CWHds2,CWHmm1,CWHmm2,CWHms1,CWHms2,CWHun,CWHvh1,CWHvh2,CWHvh3,CWHvm1,CWHvm2,CWHwh1,CWHwh2,CWHwm,CWHws1,CWHws2,CWHxm1,CWHxm2,ESSFdc1,ESSFdc2,ESSFdc3,ESSFdcp,ESSFdcw,ESSFdk1,ESSFdk2,ESSFdkp,ESSFdkw,ESSFdv1,ESSFdv2,ESSFdvp,ESSFdvw,ESSFmc,ESSFmcp,ESSFmh,ESSFmk,ESSFmkp,ESSFmm1,ESSFmm2,ESSFmmp,ESSFmmw,ESSFmv1,ESSFmv2,ESSFmv3,ESSFmv4,ESSFmvp,ESSFmw,ESSFmw1,ESSFmw2,ESSFmwp,ESSFmww,ESSFun,ESSFunp,ESSFvc,ESSFvcp,ESSFvcw,ESSFwc2,ESSFwc3,ESSFwc4,ESSFwcp,ESSFwcw,ESSFwh1,ESSFwh2,ESSFwh3,ESSFwk1,ESSFwk2,ESSFwm,ESSFwm1,ESSFwm2,ESSFwm3,ESSFwm4,ESSFwmp,ESSFwmw,ESSFwv,ESSFwvp,ESSFxc1,ESSFxc2,ESSFxc3,ESSFxcp,ESSFxcw,ESSFxv1,ESSFxv2,ESSFxvp,ESSFxvw,ICHdk,ICHdm,ICHdw1,ICHdw3,ICHdw4,ICHmc1,ICHmc2,ICHmk1,ICHmk2,ICHmk3,ICHmk4,ICHmm,ICHmw1,ICHmw2,ICHmw3,ICHmw4,ICHmw5,ICHvc,ICHvk1,ICHvk2,ICHwc,ICHwk1,ICHwk2,ICHwk3,ICHwk4,ICHxw,IDFdc,IDFdk1,IDFdk2,IDFdk3,IDFdk4,IDFdk5,IDFdm1,IDFdm2,IDFdw,IDFmw1,IDFmw2,IDFww,IDFww1,IDFxc,IDFxh1,IDFxh2,IDFxh4,IDFxk,IDFxm,IDFxw,IMAun,IMAunp,MHmm1,MHmm2,MHmmp,MHun,MHunp,MHwh,MHwh1,MHwhp,MSdc1,MSdc2,MSdc3,MSdk1,MSdk2,MSdm1,MSdm2,MSdm3,MSdv,MSmw1,MSmw2,MSun,MSxk1,MSxk2,MSxk3,MSxv,PPdh2,PPxh1,PPxh2,PPxh3,SBPSdc,SBPSmc,SBPSmk,SBPSxc,SBSdh1,SBSdh2,SBSdk,SBSdw1,SBSdw2,SBSdw3,SBSmc1,SBSmc2,SBSmc3,SBSmh,SBSmk1,SBSmk2,SBSmm,SBSmw,SBSun,SBSvk,SBSwk1,SBSwk2,SBSwk3,SWBmk,SWBmks,SWBun,SWBuns,SWBvk,SWBvks
BAFAun,1,0.871383328,0.0513937699,0.0928242808,0.1448783716,0.1903503853,0.2597580932,0.6804438815,0.525600366,0.5568139658,0.7823870261,0.7127124575,0.6793739099,0.7226752065,0.1086231709,0.936232028,0.7822945362,0.5876862935,0.2462242881,0.3683256924,0.4971848841,0.3673031755,0.4477924014,0.5459976844,0.4619419912,0.5723626174,0.245380262,0.418281772,0.4078129866,0.3716253377,0.5186745814,0.3738271442,0.5043073328,0.7271234213,0.5523879065,0.7091630754,0.1950665904,0.3067475631,0.6913370588,0.6460557814,0.6794199307,0.8068166158,0.7639692869,0.7063788792,0.7809427312,0.8557219917,0.8229811942,0.6841955557,0.7428502948,0.7935623617,0.7667979482,0.8665095419,0.9762303105,0.6072903776,0.8262708765,0.8971130079,0.8603623513,0.8670747111,0.9084650859,0.8438637713,0.7314681658,0.8543309721,0.8680448884,0.8380011119,0.9481553094,0.7073037352,0.641809081,0.6637899813,0.7897371095,0.7165680805,0.9274713779,0.9732233805,0.7635271237,0.8750296386,0.8358800751,0.797997914,0.909212439,0.7466753184,0.9130407979,0.8449371689,0.6874168221,0.6641868275,0.6534549157,0.7844389,0.8743341256,0.8192672733,0.7085181005,0.7387047557,0.7287461176,0.6679533215,0.8612294412,0.8146072983,0.8813695686,0.9507977732,0.6221348987,0.7000669137,0.7132820745,0.7585043237,0.7395603416,0.8061294431,0.7890003742,0.8452030675,0.7777009874,0.5364390605,0.5238470712,0.3631804726,0.4807541112,0.3480461595,0.705094374,0.5757707921,0.4892433179,0.5286212793,0.5788927938,0.5985119019,0.7032961036,0.6271928327,0.4843347021,0.5175968372,0.5473742473,0.5028826878,0.751306224,0.6617098832,0.7300796454,0.7825879059,0.6220571959,0.5991869799,0.6795843581,0.6816878471,0.2599080718,0.4515316469,0.4060776034,0.4183822174,0.4491307173,0.4625368632,0.4155827536,0.3347293578,0.3345070843,0.5101653293,0.3266866924,0.3495527865,0.3904964352,0.2764350641,0.2624040581,0.2399859954,0.2853707367,0.2159862451,0.2799696642,0.3669443461,0.302678199,0.9129542909,0.770476457,0.6188947672,0.8047913017,0.8578376713,0.8765684651,0.9527825005,0.5461195102,0.5932469963,0.6341490408,0.5818548837,0.6991963419,0.6556568054,0.5468456859,0.601693421,0.5285395301,0.5302931268,0.5359364098,0.6849375155,0.5407076838,0.5285021296,0.7546670845,0.5324858793,0.5050626104,0.5969828625,0.6928695367,0.2449040086,0.1114062558,0.1526139607,0.2009451441,0.5543054049,0.5886650436,0.5688923896,0.5466173908,0.5557056667,0.7525330825,0.5462498869,0.5179134218,0.5316991791,0.5764587527,0.6534360214,0.6681581576,0.6279129155,0.4426835945,0.689903417,0.620025062,0.6290179607,0.5713596056,0.8058697057,0.7441895015,0.7012435435,0.7595910118,0.6826990147,0.8519243848,0.9471107049,0.8169270374,0.8924711074,0.8874694769,0.9131341566
BAFAunp,0.8915134602,1,0.1458567262,0.2164716823,0.2914776919,0.3734873632,0.4399388088,0.6901985757,0.5137257038,0.622811063,0.8070891943,0.8024341583,0.7019605589,0.6642595075,0.2773861089,0.8844672146,0.9331000604,0.7655980229,0.4809236953,0.6359015361,0.7461616809,0.6441675007,0.7395421269,0.8173729984,0.7042285954,0.8234367614,0.4677234934,0.6308376599,0.6320141321,0.6152255722,0.7486337634,0.6030538007,0.7269709555,0.8301985382,0.7565591763,0.8843600912,0.4191894188,0.5743062326,0.9157789284,0.895905761,0.8754560577,0.9767162645,0.959461901,0.9051986754,0.9176234944,0.9439967328,0.9399011957,0.9255303513,0.9595207227,0.9756006861,0.9716417982,0.9152770033,0.9321682405,0.852909099,0.963497713,0.9905936383,0.9429332943,0.9270621754,0.952583605,0.9508729446,0.8635882075,0.906587331,0.8882454501,0.8231931219,0.9149982734,0.9456815862,0.9127026805,0.9194344365,0.9860602036,0.9590993257,0.9188171361,0.9286638742,0.9226996825,0.9643770693,0.9569954721,0.9414981224,0.9492918617,0.9369223067,0.9686273846,0.9686024799,0.8989599631,0.8864068825,0.8824280216,0.9182491734,0.9145539274,0.9468219235,0.8994394134,0.9370689073,0.9274340173,0.8952531499,0.970673936,0.9620950289,0.9292035175,0.9516369526,0.8788755392,0.9060715027,0.9205127556,0.9503661053,0.9492832817,0.975333975,0.9706266364,0.9911796492,0.966933678,0.7373179236,0.7785030328,0.6197552174,0.6958540018,0.5788472347,0.8247294931,0.741613691,0.7401903685,0.7546277613,0.7715978225,0.8102840538,0.8593408133,0.8252379992,0.7371053209,0.7403139529,0.8015392734,0.7589817203,0.8475563671,0.853202555,0.8541785226,0.8538262416,0.8314801253,0.7831650138,0.8278038187,0.8386275323,0.4922392976,0.7165944305,0.6467911873,0.6805468586,0.6519963858,0.6620103327,0.6261699935,0.5749955671,0.5591796158,0.7409287918,0.5575466152,0.5677898369,0.6599712543,0.5184000252,0.4876344303,0.4581847678,0.500306839,0.4218812255,0.4775016197,0.5615413125,0.4979575374,0.9543215628,0.9832506946,0.8266142451,0.9434562247,0.9225538629,0.8366392068,0.8405509356,0.7491856784,0.7539195562,0.7777622604,0.8456797419,0.9092899724,0.8960130654,0.7825628392,0.7943300549,0.7792659571,0.8017555639,0.7579951702,0.9142837953,0.8270077511,0.8019594448,0.9524458718,0.797003076,0.7272905884,0.8178924432,0.8699216826,0.448227925,0.2599523872,0.3201273007,0.4021694788,0.7195588638,0.7689729023,0.7471093105,0.7442548932,0.7395631446,0.8720320826,0.710478532,0.7088183691,0.71064283,0.7265012934,0.8365671465,0.804891183,0.7871217954,0.6269936228,0.805547658,0.7048209695,0.8235661626,0.7423555196,0.8347347995,0.854371982,0.8339248867,0.8280552396,0.7919035194,0.7979429891,0.8666716684,0.7520773876,0.7899787065,0.8182368438,0.794856508
BGxh1,0.1547745327,0.2343889248,1,0.9672164944,0.918828659,0.8660530282,0.8072652603,0.3749407677,0.3527713741,0.4715955077,0.2479103817,0.4122622469,0.3939964238,0.3026036483,0.6987737707,0.1232926418,0.1729275952,0.1528444494,0.4719067983,0.489351509,0.5003487787,0.3797144942,0.3372689514,0.3683212035,0.3570787129,0.4859860855,0.3338779318,0.2604555156,0.2855818367,0.3134963123,0.2489632267,0.3688382231,0.2495422457,0.2777899065,0.4043027065,0.3231985607,0.5837071056,0.4480134833,0.3711151411,0.4168271575,0.4365830139,0.2881993142,0.3143390824,0.348896718,0.3153702387,0.2221814789,0.2583632464,0.3768909514,0.3371296378,0.2567592709,0.2984723283,0.3160433534,0.2105072051,0.4355942625,0.3077082378,0.2322722212,0.2757334904,0.2755276367,0.2204950364,0.2766902976,0.4214239589,0.3021413519,0.3085284392,0.3133890476,0.2410209977,0.3413955657,0.3638097022,0.3880532249,0.2644256978,0.3225153502,0.2261563296,0.1819199513,0.2835736026,0.1989950886,0.2335393529,0.2967140686,0.2447163501,0.3025143837,0.2128199257,0.2468878584,0.3444762623,0.3785422417,0.3232259266,0.3375055008,0.2713343071,0.2877026818,0.3406030218,0.3246383069,0.2701683721,0.3752358115,0.2206214379,0.2600259606,0.3007115652,0.2368264325,0.4240660929,0.4021095997,0.3826638791,0.3136117227,0.3331427429,0.3133617901,0.3056205568,0.2426410362,0.3038341206,0.5551544945,0.501731321,0.6065795613,0.5593502269,0.6611519694,0.4142165154,0.5128090747,0.5596763417,0.5544716307,0.5139109772,0.4634656471,0.4136527244,0.4533140873,0.4967908233,0.497748462,0.407172786,0.5170435394,0.3730654341,0.3602860947,0.3471501003,0.3311644679,0.4068314198,0.4775460712,0.4054207804,0.4075451491,0.7255254406,0.5895499917,0.6575647301,0.6296159991,0.63999728,0.6197100401,0.6467016606,0.7181995628,0.7102512767,0.566199436,0.7124780494,0.7060299237,0.5849728494,0.7442541898,0.7826049636,0.8175694255,0.7814938534,0.8362797522,0.7760601751,0.7097246482,0.767881942,0.1739446363,0.2631606621,0.2181949784,0.2486998777,0.1825430885,0.2539621854,0.1464425803,0.1964598467,0.1807929867,0.1617273051,0.4713241905,0.4082457063,0.422171732,0.5009472281,0.4824893938,0.5311002679,0.514697347,0.5567884026,0.3868650604,0.4578945582,0.5114602279,0.3370758819,0.520816625,0.5742889679,0.4917122698,0.4332620361,0.8098488977,0.9605308493,0.9137812485,0.8426980784,0.5510151661,0.5254945228,0.541349979,0.548340649,0.5407263667,0.3835197933,0.5603055325,0.5739587328,0.5687365497,0.5259954208,0.4642470223,0.4674340143,0.4997233595,0.6213668817,0.4312426292,0.4631980144,0.4824928678,0.5268662281,0.306042962,0.3460162316,0.4040257104,0.3706706531,0.4494041211,0.285895084,0.2274636901,0.2785102758,0.2315721406,0.1747652214,0.1248964549
BGxh2,0.1870852041,0.2742509692,0.9632969984,1,0.9811245349,0.9434137779,0.8970134948,0.4615513711,0.4299773417,0.5614543352,0.2874675029,0.4871615561,0.4716739443,0.3679044212,0.6354810191,0.1445519259,0.1948157883,0.1631260766,0.4587872973,0.5107604536,0.5535313309,0.3866097333,0.3530060245,0.4015617132,0.3760265651,0.5616446462,0.315729171,0.2657972251,0.2895201275,0.3167246769,0.26355967,0.3723932148,0.2607680889,0.3165130596,0.4473069044,0.3664912475,0.5583378741,0.4482828177,0.4263020668,0.478896099,0.507822264,0.3361548439,0.3641312854,0.4029131249,0.3692844356,0.26020034,0.3019913549,0.4364335545,0.3918002119,0.2994702477,0.3473709663,0.3807315676,0.2545351762,0.4950841236,0.3608336498,0.2725075247,0.3241702558,0.3266356774,0.2596883935,0.3253392531,0.5011513611,0.3588614432,0.374600646,0.3817361458,0.2925086064,0.3907493583,0.4115456671,0.4450562097,0.3062362885,0.369838973,0.2703026341,0.2175004497,0.3272301184,0.2322519159,0.2714559539,0.3452389886,0.2901236172,0.3477811585,0.2506101103,0.2877090135,0.3931203993,0.4334944441,0.3645838734,0.3925376054,0.3226526366,0.3387176376,0.3924089926,0.375101398,0.3079717332,0.4300772279,0.2584680189,0.3029107302,0.3581260645,0.2831123017,0.488221548,0.4670231895,0.4480098591,0.3669941518,0.3881306925,0.3678565381,0.3590607684,0.2841620899,0.3563666013,0.6343456427,0.5662833168,0.6549581221,0.6292802731,0.7187298915,0.483083181,0.5892329177,0.6293869728,0.632733478,0.5885098495,0.5332535674,0.4834713068,0.5285898504,0.5501782594,0.5590192939,0.4524665412,0.5786012754,0.4380795123,0.4119124144,0.4024325911,0.3912470672,0.4637540733,0.5451450336,0.4674987005,0.4694514394,0.7637187223,0.6673834125,0.7473721971,0.7079465837,0.7335889401,0.7202964279,0.7378875441,0.7934238769,0.7867202854,0.6561704804,0.7765092989,0.7816292317,0.640881409,0.8090940494,0.8584473561,0.8803483475,0.8687374618,0.8923956174,0.8669389661,0.8074542208,0.8567367004,0.2044624523,0.302556634,0.2370147551,0.2848683348,0.2099359337,0.3088153344,0.1758253053,0.2072877419,0.195043513,0.1762162472,0.5402542609,0.4773456268,0.4885120824,0.5714103521,0.5606831243,0.6022803161,0.5860720318,0.6385119175,0.451056102,0.5153507301,0.5791831704,0.3906175293,0.5958775256,0.6637576979,0.5741255281,0.5123421394,0.8818352372,0.976305311,0.9730300956,0.8906671564,0.646407723,0.6188793642,0.6300124222,0.6436065288,0.626376105,0.4543067373,0.6591681068,0.6573855988,0.6584977351,0.6194154714,0.5376099563,0.5556111102,0.5898383648,0.705585676,0.5136070624,0.5565921764,0.557903587,0.608620519,0.3668512108,0.4040397766,0.4726434391,0.4440845123,0.5368012919,0.3499728979,0.2777083485,0.3452069235,0.2866637012,0.2072673958,0.1486281338
BGxh3,0.230946218,0.3258767633,0.9028759987,0.9797077586,1,0.9709746315,0.9592922808,0.5446439383,0.510914869,0.657178225,0.3438339129,0.5760849879,0.5627633231,0.4464394356,0.6281231299,0.178250256,0.2328403399,0.1908832619,0.4919140164,0.5611631241,0.6202205058,0.4259829795,0.3942441714,0.4568215665,0.4244451841,0.6302522441,0.3410078841,0.3012898796,0.3248512313,0.3535359135,0.3033540395,0.4117594487,0.2972819079,0.3749112148,0.5102392155,0.428717691,0.5813061499,0.4848983467,0.4962288032,0.5488492162,0.5893613193,0.397552849,0.4284360733,0.4735854764,0.4411075017,0.3158350771,0.3639121239,0.499662309,0.4539273268,0.3504515797,0.4040588678,0.4539693798,0.3099590054,0.5684595682,0.4259413154,0.3259382522,0.3906767486,0.3954052409,0.3163330365,0.3900683525,0.5857214577,0.4316926887,0.4495819893,0.4604357104,0.3557830847,0.4513548102,0.4707622178,0.5084584781,0.3583132285,0.4271582273,0.3278069562,0.2659014611,0.3886216047,0.2811713427,0.3261359399,0.4109569993,0.3514849082,0.4105138491,0.3043291751,0.3452579045,0.4597147193,0.5041957127,0.4255937897,0.4661036593,0.3897258525,0.4047297348,0.4627952183,0.4411802211,0.3642534677,0.5003407974,0.3114527545,0.3619943251,0.4289036676,0.3427961887,0.5556897025,0.5428702197,0.5173775459,0.4282885216,0.4509462524,0.4312399776,0.4195152449,0.3359216575,0.4151207005,0.7233593509,0.6415958643,0.7185398285,0.7117314116,0.7882347972,0.5657138867,0.6741517918,0.7076506569,0.7165825893,0.6765334622,0.6154670538,0.5663900081,0.6092352041,0.6202510373,0.6363144641,0.5180216294,0.6527074592,0.5165830118,0.4813196947,0.4771989914,0.4637870042,0.5370087086,0.6309096173,0.5490207564,0.5505748815,0.8144318186,0.732513089,0.8181369085,0.7753206669,0.8200513818,0.8034782163,0.8216262372,0.8602321763,0.8592365355,0.731514721,0.8436200057,0.8554135882,0.6977855904,0.8517702752,0.9013988333,0.9251053839,0.9254542981,0.9357828768,0.9316036809,0.8875586132,0.927138361,0.24972774,0.3533219508,0.2771394922,0.3386838221,0.2535634279,0.3716844557,0.2177271482,0.2394979308,0.2297233864,0.2088553634,0.6077969686,0.5496385152,0.557748949,0.6519186291,0.6482208666,0.6810915538,0.6552720798,0.7236664668,0.5162403034,0.5771379354,0.6462295583,0.4548913949,0.6671566411,0.744834492,0.6519443465,0.5917358563,0.937280668,0.9683401086,0.9849136254,0.9295009788,0.7392594106,0.7048758037,0.7220475458,0.7270056114,0.7155317549,0.5378210302,0.7489055093,0.7481438821,0.7507939468,0.7113323313,0.6238801233,0.6429409747,0.6794260031,0.7941158882,0.6008082804,0.6488150091,0.6444142984,0.7002759059,0.4384693472,0.4799484665,0.5555900895,0.527138103,0.6258496952,0.4242700203,0.3393121381,0.4164013575,0.3493275204,0.2540115936,0.184490694
BGxw1,0.2943660639,0.4187658111,0.8447973617,0.9409199809,0.9717829614,1,0.9688749631,0.6007336633,0.5262900182,0.6814024998,0.3947557602,0.6317870651,0.6013367462,0.4815680921,0.6450057983,0.2333657787,0.3045827659,0.2458063493,0.5280665564,0.6174257258,0.6893098159,0.4889419067,0.4701170833,0.5359048814,0.4815893565,0.7436850026,0.382818347,0.3482832591,0.3773724343,0.4039200767,0.362461043,0.4639489396,0.3580547753,0.4303935937,0.5672747687,0.5005732176,0.6152902716,0.5414341709,0.5911700445,0.6556098428,0.6808038803,0.4962667811,0.5265177503,0.5604763139,0.5226930583,0.3933867184,0.4442673858,0.6171313262,0.564320314,0.458272033,0.5155149483,0.5359883799,0.3838343892,0.6568026728,0.5145987634,0.410399048,0.4655521406,0.4687541418,0.3885795817,0.4692541821,0.6736745767,0.5008353354,0.5273807042,0.5254631174,0.4321110772,0.5535103227,0.5746341118,0.620997316,0.4632269804,0.5365006848,0.3950585719,0.3322880274,0.4648810424,0.3570994605,0.4034950233,0.4908783681,0.424527777,0.4954608089,0.3801377075,0.42684481,0.5416987144,0.5901923864,0.5058447858,0.5418890213,0.4581645806,0.4890389758,0.5452099771,0.5320568864,0.446443309,0.590962207,0.3953804158,0.4483800791,0.506244251,0.420148742,0.6739334009,0.6433478416,0.6311764102,0.5405528791,0.5640366367,0.5363336624,0.5289522864,0.4362010458,0.5271348238,0.7835130822,0.7220690494,0.7691991224,0.759804479,0.8200233688,0.626906325,0.7265409422,0.7831822186,0.7895455289,0.7383416444,0.6908176645,0.6395577476,0.6895303852,0.68555894,0.6931546917,0.5919456866,0.7273407143,0.5797897895,0.551401083,0.5380233336,0.5265822119,0.6079796514,0.6886746642,0.6085197636,0.6136935006,0.8393629358,0.8312250705,0.9052606051,0.8638359629,0.8796360509,0.8794764174,0.8718214519,0.9162763023,0.8970643655,0.8298580141,0.8782005993,0.8870774745,0.7714924189,0.912306734,0.9547782777,0.9569395265,0.974297558,0.949914683,0.9559663587,0.9270767455,0.9552948566,0.3232373041,0.4562720147,0.3411774765,0.4138059862,0.3178048379,0.4347253654,0.2694515596,0.2976000858,0.2800415817,0.260092654,0.7197223814,0.6590074031,0.667601279,0.7301394689,0.7224890081,0.7671938205,0.7625519628,0.8019128058,0.6310435889,0.6813709348,0.750099503,0.5512662062,0.7777046493,0.8385264159,0.7602913744,0.6951396099,0.9529530813,0.9444206932,0.9862996222,0.935266527,0.8042671202,0.7910443843,0.7898365779,0.818951804,0.7746925079,0.6131139335,0.8148644115,0.8007212691,0.8061160871,0.7682680638,0.7012254294,0.7197979368,0.7588034957,0.8232740537,0.6670309568,0.6980888449,0.7235972495,0.7537303245,0.4979243434,0.5409144501,0.6183622546,0.5900719,0.6936670806,0.4848799076,0.4083035802,0.4782359554,0.4128102365,0.3030414187,0.2295171656
BGxw2,0.3354516986,0.4503761631,0.7588167197,0.8825951901,0.9565812499,0.965842216,1,0.6807137763,0.62641373,0.791521352,0.4595999076,0.7280755774,0.7070844082,0.5782267392,0.6061723603,0.2653960398,0.3319671447,0.2657657741,0.550882797,0.6540204513,0.7399459345,0.5120082638,0.490998741,0.5755840452,0.5241188636,0.7635805185,0.3962428232,0.3808189692,0.4038036852,0.4342178148,0.3970663783,0.4908749343,0.3841342599,0.4956225209,0.6286198017,0.5589723137,0.6162112061,0.5592827542,0.641427698,0.6921042007,0.7418449139,0.5360482337,0.5699785836,0.619629938,0.58921512,0.4437724011,0.5007672239,0.637775888,0.5926897746,0.4748894062,0.5365751792,0.6007164997,0.434285184,0.7110147109,0.5664587271,0.4515409775,0.5319332704,0.5390728042,0.4446013105,0.5302573992,0.7396473431,0.5775128354,0.5971635466,0.6067217248,0.4904234186,0.5868415642,0.6030903906,0.6458965617,0.4845837898,0.5599307644,0.4540627072,0.3792267762,0.5230032486,0.399449922,0.4529877997,0.5518650663,0.4858023729,0.5481326057,0.4293774941,0.4769034241,0.5992694695,0.6479365335,0.557789599,0.6135478736,0.5293996857,0.5474377214,0.6079079517,0.583630299,0.4931272522,0.6447633569,0.4371270192,0.4964698922,0.5728486622,0.4739117476,0.6951420845,0.6931845801,0.6619082223,0.5658155094,0.5903092999,0.5717402879,0.5568597463,0.461058516,0.5501644892,0.8615136447,0.777142871,0.8163334409,0.8385562268,0.8791770539,0.7114113311,0.8084268667,0.8378327027,0.8530751974,0.8200812434,0.762724694,0.7187609135,0.756297265,0.7447029978,0.7674242564,0.6479826,0.7832706255,0.6613321655,0.6198613638,0.62068033,0.6034061791,0.6771503054,0.775139808,0.6959314006,0.6980985554,0.8710279631,0.84562159,0.922081581,0.8836060001,0.9381274904,0.922276185,0.9346650084,0.944799506,0.9464928303,0.8581520424,0.9244384588,0.9432439921,0.7959756046,0.9044120585,0.943811781,0.9593414141,0.980090897,0.9596458416,0.9886061142,0.9783561165,0.9919418561,0.3612926303,0.4776731881,0.3752736924,0.4620733513,0.3595539207,0.4994929044,0.3164885223,0.3212270994,0.3149597701,0.2917573219,0.7424122946,0.695790681,0.6995451153,0.7932970174,0.7984386655,0.8182174946,0.7864168157,0.8617846208,0.6558050363,0.7047798651,0.7744550626,0.5945589952,0.7997558286,0.8747752034,0.7937654634,0.7414200199,0.9782689964,0.8979756112,0.9489869562,0.9451695786,0.8793326637,0.8460999438,0.8655327248,0.8623360369,0.8549453513,0.6935809855,0.8830728324,0.8826194679,0.8874442119,0.8523594964,0.7755549495,0.7913278081,0.8273613126,0.9104179381,0.7515557422,0.7911375786,0.7946557711,0.8428149305,0.5767727704,0.6249413435,0.7052029058,0.6774769211,0.7753679423,0.5634765286,0.4681351275,0.5488763281,0.4748765882,0.3585272434,0.2713682115
BWBSdk,0.6507846612,0.6089791455,0.175295688,0.2942407079,0.4091558534,0.4624173169,0.5888380308,1,0.9034303864,0.9215094134,0.6451690123,0.8791146951,0.9404786117,0.9307732167,0.1706236533,0.4718341208,0.4092850855,0.2652746316,0.2485878924,0.393764819,0.584578666,0.3014555221,0.3353824738,0.4655421477,0.3832015765,0.7051817471,0.181628985,0.2709435209,0.2751473748,0.2689388518,0.3260960946,0.3085473375,0.3097660368,0.5980964323,0.5611993988,0.6042747499,0.2384881701,0.2890679184,0.6507793795,0.6633231051,0.7619336035,0.6473761567,0.6417751444,0.6601769485,0.712617495,0.6097236309,0.6446146941,0.6585114533,0.6598330178,0.5875210471,0.624302593,0.87128462,0.7538287607,0.6441585512,0.7184731238,0.6355614591,0.7162520737,0.7550275245,0.6530605321,0.7008639232,0.8744148543,0.805379489,0.9037076544,0.939996484,0.8192225646,0.6098064189,0.5669492434,0.6345343619,0.5787868022,0.5896258767,0.7327739226,0.6595209267,0.6159060749,0.5631583501,0.5928035517,0.6721306164,0.7179990098,0.6107538287,0.6317693481,0.6205386767,0.6144948248,0.6450393238,0.5450528905,0.7287886968,0.7697957936,0.7035059815,0.6510153483,0.6429774062,0.5412413542,0.6405581675,0.5974812296,0.6209859331,0.8144685463,0.7473371679,0.6511409056,0.7209267213,0.7202192617,0.6555248312,0.6561034054,0.6990512348,0.6776969802,0.6070188331,0.6613856055,0.7487061627,0.634153382,0.5034508937,0.6701691707,0.5451112839,0.8156243453,0.7840573679,0.646148608,0.7197966188,0.7533693008,0.7181099813,0.7951493882,0.7681897246,0.5690293366,0.6383256073,0.5398718749,0.6138136362,0.8169147247,0.6394439902,0.7249112865,0.8039824312,0.6544627194,0.7314987223,0.7467236788,0.7407204065,0.4357972501,0.6434500067,0.6649785512,0.6279185766,0.7470638855,0.7785002275,0.7100780833,0.5765208303,0.5935806405,0.7499114161,0.5523233064,0.6112953322,0.5335959796,0.5001715389,0.5221811457,0.481064533,0.57682561,0.4524324933,0.5962213912,0.7047553282,0.6164052854,0.555072873,0.5503118349,0.3622248384,0.5685104194,0.5081484663,0.8485156856,0.6141046243,0.2868478032,0.3187973754,0.319232238,0.6679817134,0.7446819332,0.6972915682,0.683050946,0.7744746684,0.6680066367,0.6527948033,0.7381762881,0.6992397652,0.5862180561,0.6383311624,0.672633574,0.6685866794,0.7392920751,0.7584660498,0.8184062497,0.5161643685,0.2994618891,0.3995289854,0.425347647,0.8532395566,0.8492217189,0.8210434071,0.8134519927,0.8007583229,0.8416664314,0.8655481873,0.7660481572,0.8091234975,0.8750864398,0.7784944029,0.8997816132,0.8707211737,0.731896666,0.8973356558,0.9534907349,0.7714607599,0.8014066223,0.8441674671,0.7570121765,0.8046048489,0.9004429484,0.9258267688,0.9355342065,0.8337021409,0.957589325,0.8930787817,0.6257792693,0.5325603946
