"Unit","SImin","SImean","SImax","MeanPlotSiteIndex","Spp"
"BWBSdk/101",13.1695752106945,13.5007879116819,13.7720522657638,15,"Pl"
"BWBSdk/101",13.1695752106945,13.5007879116819,13.7720522657638,15,"Pl"
"BWBSdk/102",11.2811802013971,11.6197289969409,12.0862893949213,12,"Pl"
"BWBSdk/102",11.2811802013971,11.6197289969409,12.0862893949213,12,"Pl"
"BWBSmw/101",15.2007447859791,16.3017958719171,16.9354722563934,18,"Pl"
"BWBSmw/102",13.0714596068745,13.7268566190903,14.5035472739056,12,"Pl"
"CWHds2/01",18.0498883222353,19.4041113721155,21.0713203371112,NA,"Pl"
"CWHds2/02",16.3039989017459,16.3943622410718,16.5036819349825,12,"Pl"
"CWHds2/03",16.8207244797757,17.5038738887049,18.3487691309388,16,"Pl"
"CWHds2/04",17.7637817363788,19.6582210135982,21.2819711535556,24,"Pl"
"CWHds2/05",19.5640924242922,21.3105155768473,22.6687785297121,NA,"Pl"
"CWHds2/06",18.2412598329385,20.30708607703,22.0835149246324,NA,"Pl"
"CWHds2/07",22.1237436679671,22.5368767872499,23.2072741723637,NA,"Pl"
"CWHds2/11",14.7003892126698,15.3470994279859,15.993809643302,16,"Pl"
"CWHds2/12",18.1622809597751,18.8211103392495,19.2039819465794,NA,"Pl"
"CWHwm/01",16.4507837055559,17.6510852294618,18.5060067478143,NA,"Pl"
"CWHwm/02",15.5135856914084,16.669821748857,18.0769445296314,20,"Pl"
"CWHwm/03",18.4364530566392,18.9145924181589,19.3393951436364,NA,"Pl"
"CWHwm/04",17.0161433240888,17.8223899841902,18.697654314005,NA,"Pl"
"CWHwm/08",13.4390623666345,15.2088554103608,16.4507837055559,16,"Pl"
"CWHwm/09",15.1352341331459,16.2579577536891,17.1393092420276,NA,"Pl"
"CWHwm/10",12.2503243438915,12.7892495233216,13.3281747027516,12,"Pl"
"CWHws1/01",20.1362648712567,20.8682102400882,21.6923334355577,20,"Pl"
"CWHws1/02",17.428612809166,17.9043996959468,18.3487691309388,20.7449998855591,"Pl"
"CWHws1/03",18.0498883222353,18.7159825012335,19.3380630318741,20.7099999019078,"Pl"
"CWHws1/04",21.2765576722153,22.2790630833572,23.0162744823536,24,"Pl"
"CWHws1/05",18.7902589477752,20.4874280461164,22.035283625222,NA,"Pl"
"CWHws1/06",21.430337564222,22.1318933704976,22.9486131901819,NA,"Pl"
"CWHws1/11",18.1622809597751,18.8211103392495,19.2039819465794,NA,"Pl"
"CWHws2/01",16.1326608021002,17.2132812970965,18.4029291038603,20,"Pl"
"CWHws2/01",16.1326608021002,17.2132812970965,18.4029291038603,20,"Pl"
"CWHws2/02",14.5238440076383,14.9203330799557,15.290640942449,12,"Pl"
"CWHws2/02",14.5238440076383,14.9203330799557,15.290640942449,12,"Pl"
"CWHws2/03",15.0415736018628,16.1700928100962,17.5594336142594,16,"Pl"
"CWHws2/03",15.0415736018628,16.1700928100962,17.5594336142594,16,"Pl"
"CWHws2/04",18.2756735194574,18.8611793770685,19.3393951436364,NA,"Pl"
"CWHws2/05",14.4274981545418,16.4120000159074,18.3627363543517,NA,"Pl"
"CWHws2/06",17.8586146368517,18.4432444754147,19.1238443251516,NA,"Pl"
"CWHws2/10",12.2503243438915,12.7892495233216,13.3281747027516,12,"Pl"
"CWHws2/10",12.2503243438915,12.7892495233216,13.3281747027516,12,"Pl"
"CWHws2/11",15.1352341331459,15.6842586160412,16.0033182888161,NA,"Pl"
"ESSFdc1/101",15.4582596106456,16.2603468918853,16.8413863891408,NA,"Pl"
"ESSFdc1/102",13.462208445391,14.1736833990598,15.0182976298266,NA,"Pl"
"ESSFdc1/103",15.3439713094181,15.6603654534271,16.1788654402177,NA,"Pl"
"ESSFdc1/110",16.0720666726254,16.4713595451234,16.8413863891408,NA,"Pl"
"ESSFdc1/111",15.4683606531324,16.1505030014362,16.7344007001918,NA,"Pl"
"ESSFdc1/112",15.4683606531324,15.8653083540654,16.1441042239252,NA,"Pl"
"ESSFdc2/01",14.195304043484,14.8841246056024,15.4603891357309,16.9190909645774,"Pl"
"ESSFdc2/02",12.2865118960283,13.0472261788277,13.79194414025,NA,"Pl"
"ESSFdc2/03",13.2250867229189,13.9275799708443,14.999167277887,15,"Pl"
"ESSFdc2/04",12.7244876010151,13.7583383232005,15.2922734429227,15,"Pl"
"ESSFdc2/05",12.7244876010151,13.7583383232005,15.2922734429227,15,"Pl"
"ESSFdc2/06",14.503131003284,15.5023759159628,16.3527264118355,15,"Pl"
"ESSFdc2/07",13.2464208493906,15.0964662680337,16.3527264118355,15,"Pl"
"ESSFdc2/08",14.6207038865306,15.4856921533073,16.3527264118355,12,"Pl"
"ESSFdc2/09",11.2750300093817,12.5138199505724,13.4627096888919,NA,"Pl"
"ESSFdk1/01",11.3941577993515,13.8943647759421,16.0866774999787,NA,"Pl"
"ESSFdk1/02",12.8589298229113,14.1712020386199,15.4538459387257,NA,"Pl"
"ESSFdk1/03",14.6563657124268,15.4139445428692,16.0866774999787,NA,"Pl"
"ESSFdk1/04",12.8589298229113,13.6878749783616,14.6563657124268,NA,"Pl"
"ESSFdk1/05",14.0636530991304,14.8503429781808,15.4538459387257,NA,"Pl"
"ESSFdk1/06",13.3863776246262,15.2736476178597,15.9844861342878,NA,"Pl"
"ESSFdk1/07",10.4727115138069,13.1661668353923,15.8206480499484,NA,"Pl"
"ESSFmc/01",16.1603534486233,16.7140904780692,17.5073198640719,16.1769999590787,"Pl"
"ESSFmc/02",13.817016914132,14.5159125904246,15.3307866164444,13.4814286913191,"Pl"
"ESSFmc/02",13.817016914132,14.5159125904246,15.3307866164444,13.4814286913191,"Pl"
"ESSFmc/03",15.1175868619775,15.9286815491303,16.7048744893708,15.8925000429153,"Pl"
"ESSFmc/04",15.3475379558843,16.067872881729,17.1971998728701,15.0060002326965,"Pl"
"ESSFmc/04",15.3475379558843,16.067872881729,17.1971998728701,15.0060002326965,"Pl"
"ESSFmc/05",17.7418149741573,18.0700130981061,18.3982112220548,17.7835001945496,"Pl"
"ESSFmc/06",17.4690831617572,17.6544397130022,17.8397962642472,19.0266666412354,"Pl"
"ESSFmc/07",16.9894953684832,17.5456732208261,18.193150543677,15,"Pl"
"ESSFmc/08",14.3986527194207,16.1619299713347,17.8397962642472,NA,"Pl"
"ESSFmc/09",11.6541418769117,13.2388845831081,14.8964997125754,NA,"Pl"
"ESSFmc/10",14.3986527194207,14.920958010117,15.2244901117445,NA,"Pl"
"ESSFmh/101",16.8224248984069,17.6052572322298,18.1163963917557,NA,"Pl"
"ESSFmh/102",14.6116666427965,15.1508802890238,15.6544641991523,NA,"Pl"
"ESSFmh/103",15.0701880373237,15.7581034575925,16.4069872396453,NA,"Pl"
"ESSFmh/104",15.0701880373237,15.7982486067791,16.6541020857992,NA,"Pl"
"ESSFmh/105",16.4069872396453,16.8737907346661,17.5602828785538,NA,"Pl"
"ESSFmh/110",17.8379064159962,18.1870025326519,18.5772609704376,NA,"Pl"
"ESSFmh/111",16.7891122983987,17.7152454620072,18.5772609704376,NA,"Pl"
"ESSFmh/112",16.7891122983987,17.2199530110637,17.5225536080092,NA,"Pl"
"ESSFmk/01",12.7402926797486,13.1768407939458,13.8021968278952,12,"Pl"
"ESSFmk/02",10.8928830057288,11.6846815603337,12.6672873216492,9,"Pl"
"ESSFmk/03",12.0994956015752,12.6673840337114,13.5577083972236,9,"Pl"
"ESSFmk/04",13.7720522657638,14.081993506032,14.5045463577273,12,"Pl"
"ESSFmk/05",13.3939609776388,13.9668559567943,14.5045463577273,15,"Pl"
"ESSFmk/06",9.99613102706374,11.5134454491755,12.9623133274192,NA,"Pl"
"ESSFmk/07",11.9356675696213,12.7151740375978,13.5285788865191,NA,"Pl"
"ESSFmm1/01",15.5446185200654,16.3447084318159,16.9354722563934,18,"Pl"
"ESSFmm1/02",14.3018516404682,14.7020251469554,15.1021986534425,9,"Pl"
"ESSFmm1/03",14.5193947218902,15.017095037551,15.4296917373204,12,"Pl"
"ESSFmm1/04",15.4296917373204,15.8494709069944,16.2692500766683,15,"Pl"
"ESSFmm1/05",14.8057053350003,15.8534559181547,16.5928077509753,15,"Pl"
"ESSFmm1/06",11.0252919095023,14.2191986118839,16.5928077509753,18,"Pl"
"ESSFmv1/01",15.5856394490322,16.3109179138012,16.7844780988971,15,"Pl"
"ESSFmv1/02",13.5374162416765,14.0513423689599,14.6357289997021,12,"Pl"
"ESSFmv1/03",15.4296917373204,15.9618043641238,16.5626361934743,12,"Pl"
"ESSFmv1/04",15.554775992903,16.2577910667133,16.877172381867,18,"Pl"
"ESSFmv1/05",13.6217107198313,14.8930102423616,16.0727531731665,15,"Pl"
"ESSFmv3/01",14.9401054678073,15.7090807662265,16.2768704378972,17.2999998728434,"Pl"
"ESSFmv3/01",14.9401054678073,15.7090807662265,16.2768704378972,17.2999998728434,"Pl"
"ESSFmv3/02",13.954751491248,14.4454597035647,14.9795311381356,9,"Pl"
"ESSFmv3/02",13.954751491248,14.4454597035647,14.9795311381356,9,"Pl"
"ESSFmv3/03",13.1489080329308,14.2049656534096,14.9795311381356,9,"Pl"
"ESSFmv3/03",13.1489080329308,14.2049656534096,14.9795311381356,9,"Pl"
"ESSFmv3/04",15.5333379838758,15.9413589794378,16.2768704378972,15,"Pl"
"ESSFmv3/04",15.5333379838758,15.9413589794378,16.2768704378972,15,"Pl"
"ESSFmv3/05",15.5333379838758,15.7404348803264,15.9475317767771,15,"Pl"
"ESSFmv3/05",15.5333379838758,15.7404348803264,15.9475317767771,15,"Pl"
"ESSFmv3/06",14.1336830594451,15.0833791718123,15.9475317767771,12,"Pl"
"ESSFmv3/06",14.1336830594451,15.0833791718123,15.9475317767771,12,"Pl"
"ESSFmv3/07",14.1336830594451,14.4263234632981,14.718963867151,9,"Pl"
"ESSFmv3/07",14.1336830594451,14.4263234632981,14.718963867151,9,"Pl"
"ESSFwc2/01",15.5446185200654,16.0870750589012,16.6554060730329,15,"Pl"
"ESSFwc2/01",15.5446185200654,16.0870750589012,16.6554060730329,15,"Pl"
"ESSFwc2/01",15.5446185200654,16.0870750589012,16.6554060730329,15,"Pl"
"ESSFwc2/02",14.3018516404682,14.8382841882803,15.4296917373204,12,"Pl"
"ESSFwc2/02",14.3018516404682,14.8382841882803,15.4296917373204,12,"Pl"
"ESSFwc2/02",14.3018516404682,14.8382841882803,15.4296917373204,12,"Pl"
"ESSFwc2/03",15.4296917373204,16.0590647248014,16.5626361934743,15,"Pl"
"ESSFwc2/03",15.4296917373204,16.0590647248014,16.5626361934743,15,"Pl"
"ESSFwc2/03",15.4296917373204,16.0590647248014,16.5626361934743,15,"Pl"
"ESSFwc2/04",15.4296917373204,15.9618043641238,16.5626361934743,15,"Pl"
"ESSFwc2/04",15.4296917373204,15.9618043641238,16.5626361934743,15,"Pl"
"ESSFwc2/04",15.4296917373204,15.9618043641238,16.5626361934743,15,"Pl"
"ESSFwc2/05",15.4296917373204,15.9618043641238,16.5626361934743,15,"Pl"
"ESSFwc2/05",15.4296917373204,15.9618043641238,16.5626361934743,12,"Pl"
"ESSFwc2/05",15.4296917373204,15.9618043641238,16.5626361934743,15,"Pl"
"ESSFwc2/06",14.8057053350003,15.7918961491468,16.6554060730329,18,"Pl"
"ESSFwc2/06",14.8057053350003,15.7918961491468,16.6554060730329,18,"Pl"
"ESSFwc2/06",14.8057053350003,15.7918961491468,16.6554060730329,18,"Pl"
"ESSFwc2/07",16.1618546684885,16.5863851872225,16.9354722563934,18,"Pl"
"ESSFwc2/07",16.1618546684885,16.5863851872225,16.9354722563934,18,"Pl"
"ESSFwc2/07",16.1618546684885,16.5863851872225,16.9354722563934,18,"Pl"
"ESSFwc2/08",14.7055662971053,15.6936894270622,16.5928077509753,12,"Pl"
"ESSFwc2/08",14.7055662971053,15.6936894270622,16.5928077509753,12,"Pl"
"ESSFwc2/08",14.7055662971053,15.6936894270622,16.5928077509753,12,"Pl"
"ESSFwc2/09",11.9953572324765,13.182029818594,14.7055662971053,12,"Pl"
"ESSFwc2/09",11.9953572324765,13.182029818594,14.7055662971053,12,"Pl"
"ESSFwc2/09",11.9953572324765,13.182029818594,14.7055662971053,12,"Pl"
"ESSFwc2/10",11.9953572324765,13.9919928649277,15.3145289916799,NA,"Pl"
"ESSFwc3/01",12.2147628846598,13.0266882458024,13.5307447502364,17.151428767613,"Pl"
"ESSFwc3/02",11.4265903585812,12.4662682420456,13.3069834058313,9,"Pl"
"ESSFwc3/03",9.58379633253319,12.0746516919256,13.4841655518978,NA,"Pl"
"ESSFwc4/101",18.1353882734097,18.963256972556,19.431307085205,NA,"Pl"
"ESSFwc4/102",16.6854935805463,17.3113315529937,18.0013070268738,NA,"Pl"
"ESSFwc4/103",18.0013070268738,18.6221050914778,19.3230755590533,NA,"Pl"
"ESSFwc4/110",18.8554971132366,19.3239412628334,19.7580509657923,NA,"Pl"
"ESSFwc4/111",17.1564940132895,18.3093043315726,19.3582757094712,NA,"Pl"
"ESSFwc4/112",15.8919958398032,17.0537279669904,17.996274704129,NA,"Pl"
"ESSFwcw/101",11.9946591264183,12.9112014689912,13.286927674174,NA,"Pl"
"ESSFwcw/102",11.2206890647486,11.5346499840143,11.84861090328,NA,"Pl"
"ESSFwcw/103",11.357620476086,11.9046925446648,12.7642350806092,NA,"Pl"
"ESSFwcw/104",11.1233374507037,11.9477064316271,13.0671983943549,NA,"Pl"
"ESSFwcw/110",10.6870763562316,12.020803643836,13.2025218492383,NA,"Pl"
"ESSFwh1/101",16.2513974592826,17.123192561886,17.7054901954677,NA,"Pl"
"ESSFwh1/102",14.152932195232,14.6752171857372,15.1629910385696,NA,"Pl"
"ESSFwh1/103",15.7888617536241,16.1473821587457,16.5220395091184,NA,"Pl"
"ESSFwh1/104",16.1312452134945,16.5540870367024,17.0089763874944,NA,"Pl"
"ESSFwh1/110",15.3741954136475,16.4072462860708,17.3472455035474,NA,"Pl"
"ESSFwh1/111",14.2410593542451,15.2974535651252,16.126735672489,NA,"Pl"
"ESSFwh2/101",16.3873951485543,17.1700701871396,17.647904397401,NA,"Pl"
"ESSFwh2/102",14.233807343502,15.0387765206466,15.8790852152874,NA,"Pl"
"ESSFwh2/103",15.0375667905564,15.8443682095184,16.6164526227115,NA,"Pl"
"ESSFwh2/104",16.2234251823112,16.8746086868285,17.2942288376319,NA,"Pl"
"ESSFwh2/110",17.376616202908,17.5899625518115,17.7453670551256,NA,"Pl"
"ESSFwh2/111",16.3549440160298,17.0941235567598,17.7453670551256,NA,"Pl"
"ESSFwh2/112",14.3224380940645,15.8083109354055,17.0694184530653,NA,"Pl"
"ESSFwh3/101",16.4432201973973,17.3740009571307,17.914476260664,NA,"Pl"
"ESSFwh3/102",14.7693540836119,15.2032913799898,15.4817896869509,NA,"Pl"
"ESSFwh3/103",15.3587303694066,16.2967070958966,17.2097411790363,NA,"Pl"
"ESSFwh3/104",16.4866124599242,17.0721469895591,17.5200873297168,NA,"Pl"
"ESSFwh3/110",17.0961374683623,17.5208722568254,17.914476260664,NA,"Pl"
"ESSFwh3/111",15.555664131519,16.8408616074998,17.8006737184848,NA,"Pl"
"ESSFwh3/112",14.4091531446917,15.4780164635711,16.3170869700497,NA,"Pl"
"ESSFwk1/01",16.3156523127994,17.79475431882,18.6626216607984,19.83571434021,"Pl"
"ESSFwk1/01",16.3156523127994,17.79475431882,18.6626216607984,19.83571434021,"Pl"
"ESSFwk1/02",15.7604135375773,17.2085852419913,18.1255519653448,12,"Pl"
"ESSFwk1/02",15.7604135375773,17.2085852419913,18.1255519653448,12,"Pl"
"ESSFwk1/03",17.0032754254992,17.7300462513596,18.496228495513,19.5385714939662,"Pl"
"ESSFwk1/03",17.0032754254992,17.7300462513596,18.496228495513,19.5385714939662,"Pl"
"ESSFwk1/04",16.3156523127994,17.0628798345143,17.8101073562293,18,"Pl"
"ESSFwk1/04",16.3156523127994,17.0628798345143,17.8101073562293,18,"Pl"
"ESSFwk1/05",18.2850108139094,18.4145386520696,18.5440664902299,18,"Pl"
"ESSFwk1/05",18.2850108139094,18.4145386520696,18.5440664902299,18,"Pl"
"ESSFwk1/06",12.1496967130176,14.21189636878,16.2053006822445,NA,"Pl"
"ESSFwk1/07",14.4938206045949,16.3475835256821,18.2850108139094,NA,"Pl"
"ESSFwk2/01",13.5024894391945,14.7319361014547,15.4447917283043,NA,"Pl"
"ESSFwk2/02",14.071551811901,14.5686257352345,15.1893773054492,NA,"Pl"
"ESSFwk2/03",14.7392688859735,15.1264317205783,15.4447917283043,17.0887498855591,"Pl"
"ESSFwk2/04",11.9947799753979,13.4119257649446,14.7392688859735,NA,"Pl"
"ESSFwk2/05",14.7392688859735,15.0727452734463,15.3466779717794,NA,"Pl"
"ESSFwk2/06",13.4111647592124,13.6888452940572,13.9665258289021,NA,"Pl"
"ESSFwm2/101",14.3255580647187,15.0940428300549,15.6073364456792,NA,"Pl"
"ESSFwm2/102",12.8672630399162,13.2453151404829,13.4879466700375,NA,"Pl"
"ESSFwm2/103",14.2196442208196,14.7100268135093,15.2637394213408,NA,"Pl"
"ESSFwm2/104",13.4412944547571,14.3484884843562,15.2637394213408,NA,"Pl"
"ESSFwm2/110",14.8943885106035,15.2644232605606,15.6073364456792,NA,"Pl"
"ESSFwm2/111",13.5523070953346,14.4629383375885,15.2915448253992,NA,"Pl"
"ESSFwm2/112",12.5534510612695,13.4846593862835,14.2156690739634,NA,"Pl"
"ESSFwm3/101",14.1048096756185,14.9535464519179,15.3668366087469,NA,"Pl"
"ESSFwm3/102",12.977153163157,13.4638990412196,14.0005279015012,NA,"Pl"
"ESSFwm3/103",14.0005279015012,14.3016272468684,14.7623227678592,NA,"Pl"
"ESSFwm3/104",13.1355195422197,13.6541330836808,14.1420310712447,NA,"Pl"
"ESSFwm3/105",14.1420310712447,14.800131152259,15.2298281739071,NA,"Pl"
"ESSFwm3/110",14.6648747802836,15.0292075132865,15.3668366087469,NA,"Pl"
"ESSFwm3/111",13.3434740469905,14.0984724060657,15.0559111508289,NA,"Pl"
"ESSFwm3/112",12.3600097944857,13.2635476896215,13.9966140093103,NA,"Pl"
"ESSFwmw/101",12.0358644288103,12.5872560296428,13.1127726198437,NA,"Pl"
"ESSFwmw/102",11.0736167120111,11.6677427299187,12.2363032543772,NA,"Pl"
"ESSFwmw/103",11.2420556500295,11.9286219419046,12.5969310876577,NA,"Pl"
"ESSFwmw/110",11.3862043042338,12.1512868320412,12.8474548491661,NA,"Pl"
"ESSFwv/01",12.3380877791669,13.0571472022496,13.8795050608607,12,"Pl"
"ESSFwv/02",11.2811802013971,11.9558400306684,12.6672873216492,9,"Pl"
"ESSFwv/03",12.858076447767,13.4059938909619,13.8021968278952,9,"Pl"
"ESSFwv/04",12.0636532881656,12.4019806168797,12.9880328741935,12,"Pl"
"ESSFwv/05",13.4682122237404,13.9765805879236,14.4978767884803,12,"Pl"
"ESSFwv/06",12.7621074930666,13.2132767200303,14.0232407355038,15,"Pl"
"ESSFwv/07",12.2546385809211,13.0780745225519,13.8273397924794,NA,"Pl"
"ESSFwv/08",9.1877432579186,10.0558920795401,10.9603972582024,NA,"Pl"
"ESSFwv/09",11.3514255998594,11.7631939620309,12.0024887166121,NA,"Pl"
"ESSFxv2/01",10.0649627840293,10.5554848089971,10.8391540794461,NA,"Pl"
"ESSFxv2/02",8.74225219375571,9.39815428119771,10.2056474341458,NA,"Pl"
"ESSFxv2/03",9.36616454048236,9.83812573554005,10.3050517357693,NA,"Pl"
"ESSFxv2/04",9.96425418495211,10.3642041269121,10.6219303343404,NA,"Pl"
"ESSFxv2/05",9.96425418495211,10.3078842171495,10.6958920381727,NA,"Pl"
"ESSFxv2/06",9.96425418495211,10.3078842171495,10.6958920381727,NA,"Pl"
"ESSFxv2/07",9.87297868132883,10.4815083517215,10.8990146011421,NA,"Pl"
"ESSFxv2/08",9.10084204261063,9.84180230506118,10.3795332269703,NA,"Pl"
"ESSFxv2/09",7.11996149500882,8.5323809777102,10.0450316456026,NA,"Pl"
"ESSFxv2/10",8.79668825255855,9.70929545549257,10.483854201214,NA,"Pl"
"ICHdm/101",18.1979228300654,18.9595684367533,19.69123032795,NA,"Pl"
"ICHdm/102",15.6487998812815,16.2009652665796,16.8442221267414,NA,"Pl"
"ICHdm/103",16.8442221267414,17.4817257009211,18.1979228300654,NA,"Pl"
"ICHdm/110",19.69123032795,19.9684421430465,20.2746919017304,NA,"Pl"
"ICHdm/111",19.3485377321228,19.8567742513002,20.2746919017304,NA,"Pl"
"ICHdm/112",16.3075457145766,18.3426971431246,20.1458959801112,NA,"Pl"
"ICHdw4/101",20.4448885619282,20.9469883756953,21.3212031729887,NA,"Pl"
"ICHdw4/102",17.7683107182973,18.4281973506741,19.5466875327993,NA,"Pl"
"ICHdw4/103",17.9859278931451,19.4598691259455,20.3101330860375,NA,"Pl"
"ICHdw4/104",19.9967279918002,20.6295652409847,21.3212031729887,NA,"Pl"
"ICHdw4/110",23.6405879938218,24.0198396785823,24.5239502066916,NA,"Pl"
"ICHdw4/111",24.0143395849239,24.5159959508233,25.0096980608544,NA,"Pl"
"ICHdw4/112",24.0143395849239,24.5159959508233,25.0096980608544,NA,"Pl"
"ICHmc1/01",18.3599749460955,19.0069816904076,19.8902799434146,21.3646663824717,"Pl"
"ICHmc1/02",16.2572549207815,17.2295039792546,18.2547672731379,19.6055556403266,"Pl"
"ICHmc1/03",19.8468387588667,20.2934936002528,20.902432497148,21.6164283752441,"Pl"
"ICHmc1/04",18.6799278413086,19.6830684966584,20.6694605556979,20.8157141549247,"Pl"
"ICHmc1/06",16.3584852290849,18.0555865722876,19.4959704346186,NA,"Pl"
"ICHmc1a/01",19.5143053329361,20.818598053817,22.0835149246324,21,"Pl"
"ICHmc1a/02",22.035283625222,22.305828088747,22.502896509156,21,"Pl"
"ICHmc1a/03",21.430337564222,22.0082256576115,22.9486131901819,24,"Pl"
"ICHmc2/01",19.6595010571394,20.7076123408971,21.8537347260008,20.3172727769071,"Pl"
"ICHmc2/02",17.5582899878056,18.4464276395023,19.4819474294326,15,"Pl"
"ICHmc2/03",22.0939838797726,22.6006477543859,23.187526524633,24.1785714285714,"Pl"
"ICHmc2/04",22.7486403126554,22.7486403126554,22.7486403126554,21,"Pl"
"ICHmc2/05",21.709475417791,22.2006529308864,22.6041285188953,24,"Pl"
"ICHmc2/06",22.6041285188953,23.0536172254627,23.3691966328598,21,"Pl"
"ICHmc2/07",18.297416978821,20.5809006467467,22.6041285188953,15,"Pl"
"ICHmc2/08",18.297416978821,18.961148362607,19.3468687170152,NA,"Pl"
"ICHmk1/01",19.3442918182729,21.2404545207398,23.0763261551133,19.8244444529216,"Pl"
"ICHmk1/01",19.3442918182729,21.2404545207398,23.0763261551133,19.8244444529216,"Pl"
"ICHmk1/02",16.8118004953348,18.4128380309394,20.1734323396127,18,"Pl"
"ICHmk1/02",16.8118004953348,18.4128380309394,20.1734323396127,18,"Pl"
"ICHmk1/03",18.6120670925706,19.5175385811013,20.1734323396127,21,"Pl"
"ICHmk1/03",18.6120670925706,19.5175385811013,20.1734323396127,21,"Pl"
"ICHmk1/04",19.3442918182729,20.6480584439298,21.9392337406538,20.2100002425058,"Pl"
"ICHmk1/04",19.3442918182729,20.6480584439298,21.9392337406538,20.2100002425058,"Pl"
"ICHmk1/05",21.7276041182062,22.8032314742267,23.9300840105266,24.7474999427795,"Pl"
"ICHmk1/05",21.7276041182062,22.8032314742267,23.9300840105266,24.7474999427795,"Pl"
"ICHmk1/06",20.3557884405961,22.4663417364336,23.9300840105266,24,"Pl"
"ICHmk1/06",20.3557884405961,22.4663417364336,23.9300840105266,24,"Pl"
"ICHmk1/07",18.7279602921991,21.0651749662866,23.1360099532975,21,"Pl"
"ICHmk1/07",18.7279602921991,21.0651749662866,23.1360099532975,21,"Pl"
"ICHmk1/08",16.4919501346851,18.6784696287845,19.802105921838,NA,"Pl"
"ICHmk2/01",18.0498883222353,19.974530046094,22.3793041318628,21,"Pl"
"ICHmk2/02",16.3039989017459,17.4632712853603,18.7599961495911,18,"Pl"
"ICHmk2/03",17.9358171477356,18.4632026077431,19.3380630318741,21,"Pl"
"ICHmk2/04",19.3380630318741,20.6984705348567,22.6687785297121,21,"Pl"
"ICHmk2/05",19.7409404466671,21.6212396739407,23.2072741723637,24,"Pl"
"ICHmk2/06",15.993809643302,19.7885186888094,22.437185176806,21,"Pl"
"ICHmk3/01",19.5143053329361,20.7409207670541,21.9308082233489,23.6571429116385,"Pl"
"ICHmk3/02",17.9358171477356,18.7638473248343,19.5640924242922,18,"Pl"
"ICHmk3/03",18.7599961495911,19.6519353721247,20.4674955794158,21,"Pl"
"ICHmk3/04",21.9308082233489,22.2395486653058,22.5806296751912,24,"Pl"
"ICHmk3/05",20.7261580267539,21.8379985997741,22.5806296751912,21,"Pl"
"ICHmk3/06",22.1237436679671,22.5845403453832,23.1966028615684,21,"Pl"
"ICHmk3/07",19.7409404466671,21.1379412242063,22.1237436679671,21,"Pl"
"ICHmm/01",20.5729223164272,21.2824058188317,22.0835149246324,23.6042856488909,"Pl"
"ICHmm/02",18.0498883222353,18.4049422359132,18.7599961495911,15,"Pl"
"ICHmm/03",19.5143053329361,20.0436138246816,20.5729223164272,22.0170000076294,"Pl"
"ICHmm/04",20.3844682875978,21.6408828073253,22.502896509156,21,"Pl"
"ICHmm/05",18.7902589477752,20.980491042974,22.502896509156,24,"Pl"
"ICHmm/06",21.430337564222,21.5380318913263,21.6457262184306,21,"Pl"
"ICHmm/07",14.7003892126698,15.3470994279859,15.993809643302,15,"Pl"
"ICHmm/08",15.993809643302,17.0780453015385,18.1622809597751,15,"Pl"
"ICHmw1/01",18.7599961495911,20.5684633371528,22.6687785297121,24,"Pl"
"ICHmw1/02",18.3487691309388,19.8169792477341,21.7326336811695,18,"Pl"
"ICHmw1/03",18.7599961495911,19.0490295907326,19.3380630318741,21,"Pl"
"ICHmw1/04",19.3380630318741,20.211596379112,21.7326336811695,21,"Pl"
"ICHmw1/05",20.1362648712567,21.287969089298,22.3793041318628,24,"Pl"
"ICHmw1/06",21.2765576722153,22.3829786265385,23.2072741723637,24,"Pl"
"ICHmw1/07",21.5491395579846,22.3393293413968,23.2072741723637,21,"Pl"
"ICHmw2/102",19.6071894103118,20.1833683340838,20.6423652723062,NA,"Pl"
"ICHmw2/103",20.6423652723062,21.1675606171515,21.7553209108583,NA,"Pl"
"ICHmw2/104",21.7553209108583,22.1700105297933,22.8011171789686,NA,"Pl"
"ICHmw2/110",24.6721592512675,25.019492248469,25.4032083845901,NA,"Pl"
"ICHmw2/111",24.2427820027327,25.1746427113914,26.0961782192645,NA,"Pl"
"ICHmw2/112",24.2427820027327,25.1746427113914,26.0961782192645,NA,"Pl"
"ICHmw2/113",20.432566079747,22.7621903335652,24.8892116264629,NA,"Pl"
"ICHmw2/114",21.4842016253183,23.3049315663974,25.2418333239068,NA,"Pl"
"ICHmw3/01",19.3591929625202,21.3143062840415,23.0162744823536,21,"Pl"
"ICHmw3/01",19.3591929625202,21.3143062840415,23.0162744823536,21,"Pl"
"ICHmw3/02",16.8207244797757,17.729140975507,18.7599961495911,18,"Pl"
"ICHmw3/02",16.8207244797757,17.729140975507,18.7599961495911,18,"Pl"
"ICHmw3/03",17.9358171477356,20.0625508495022,22.6687785297121,21,"Pl"
"ICHmw3/03",17.9358171477356,20.0625508495022,22.6687785297121,21,"Pl"
"ICHmw3/04",18.0498883222353,19.7832352163553,21.6923334355577,21,"Pl"
"ICHmw3/04",18.0498883222353,19.7832352163553,21.6923334355577,21,"Pl"
"ICHmw3/05",18.7599961495911,20.9800037629091,23.0162744823536,21,"Pl"
"ICHmw3/05",18.7599961495911,20.9800037629091,23.0162744823536,21,"Pl"
