SS_NoSpace,SIPred,Spp
CWHdm_WA/112,26.83807471,Cw
CWHdm_WA/113,25.1136328,Cw
CWHds1/01,19.53633698,Cw
CWHds1/03,14.83669813,Cw
CWHds1/04,19.41122045,Cw
CWHds1/05,23.34477021,Cw
CWHds1/06,21.19696165,Cw
CWHds1/07,26.86073623,Cw
CWHds1/11,12.08093694,Cw
CWHds1/12,19.64566258,Cw
CWHds2/01,18.20209489,Cw
CWHds2/03,13.67581558,Cw
CWHds2/04,18.32049418,Cw
CWHds2/05,22.17193935,Cw
CWHds2/06,22.24336948,Cw
CWHds2/07,25.79080423,Cw
CWHds2/11,11.87378716,Cw
CWHds2/12,19.03312218,Cw
CWHds_WA/101,17.95390534,Cw
CWHds_WA/102,15.14589693,Cw
CWHds_WA/103,13.7605286,Cw
CWHds_WA/110,19.67499486,Cw
CWHds_WA/111,18.27254909,Cw
CWHds_WA/112,24.3514877,Cw
CWHds_WA/113,23.57125048,Cw
CWHmh_OR/101,16.74826994,Cw
CWHmh_OR/103,15.67448693,Cw
CWHmh_OR/110,20.20297743,Cw
CWHmh_OR/111,17.97072993,Cw
CWHmh_OR/112,23.9225542,Cw
CWHmh_OR/113,22.35649059,Cw
CWHmm1/01,22.215605,Cw
CWHmm1/02,15.89564821,Cw
CWHmm1/03,18.49646844,Cw
CWHmm1/04,22.58526733,Cw
CWHmm1/05,27.11964934,Cw
CWHmm1/06,23.7881613,Cw
CWHmm1/07,27.4266594,Cw
CWHmm1/11,12.97432501,Cw
CWHmm1/12,20.64420556,Cw
CWHmm2/01,20.75091711,Cw
CWHmm2/02,14.37679331,Cw
CWHmm2/03,17.23067004,Cw
CWHmm2/04,20.94419258,Cw
CWHmm2/05,23.62809336,Cw
CWHmm2/06,20.47810979,Cw
CWHmm2/07,16.65376523,Cw
CWHmm2/08,23.19808277,Cw
CWHmm2/10,17.2735303,Cw
CWHms1/01,19.43271359,Cw
CWHms1/03,14.7928446,Cw
CWHms1/04,22.28951982,Cw
CWHms1/05,20.12001204,Cw
CWHms1/06,23.69015458,Cw
CWHms1/10,11.99484377,Cw
CWHms1/11,17.55332737,Cw
CWHms2/01,19.29545953,Cw
CWHms2/03,15.67281895,Cw
CWHms2/04,22.97796588,Cw
CWHms2/05,17.68701449,Cw
CWHms2/06,22.77342167,Cw
CWHms2/10,10.79065294,Cw
CWHms2/11,17.25145823,Cw
CWHms_OR/101,19.26251798,Cw
CWHms_OR/103,15.02971109,Cw
CWHms_OR/110,22.78417148,Cw
CWHms_OR/111,21.11441341,Cw
CWHms_OR/112,25.61030385,Cw
CWHms_OR/113,24.63494,Cw
CWHms_WA/101,18.01196501,Cw
CWHms_WA/103,14.22752772,Cw
CWHms_WA/110,21.2494327,Cw
CWHms_WA/112,23.94638058,Cw
CWHms_WA/113,23.04976904,Cw
CWHvh1/01,17.2763198,Cw
CWHvh1/02,10.11597401,Cw
CWHvh1/03,14.51665718,Cw
CWHvh1/04,18.93354662,Cw
CWHvh1/05,22.73491587,Cw
CWHvh1/06,24.0967203,Cw
CWHvh1/07,21.19793632,Cw
CWHvh1/11,12.77513415,Cw
CWHvh1/12,6.295251772,Cw
CWHvh1/13,15.27672558,Cw
CWHvh2/01,17.03614849,Cw
CWHvh2/02,14.21091897,Cw
CWHvh2/03,18.39592705,Cw
CWHvh2/04,20.33882872,Cw
CWHvh2/05,23.8757245,Cw
CWHvh2/06,24.43302016,Cw
CWHvh2/07,22.12728551,Cw
CWHvh2/11,12.41060333,Cw
CWHvh2/12,7.081767153,Cw
CWHvh2/13,15.68881364,Cw
CWHvh3/101,16.13846393,Cw
CWHvh3/102,11.94604336,Cw
CWHvh3/105,21.12319789,Cw
CWHvh3/106,23.70735025,Cw
CWHvh3/110,22.18522449,Cw
CWHvh3/114,21.12518214,Cw
CWHvh3/115,13.91246119,Cw
CWHvh3/117,18.32654169,Cw
CWHvh3/Wb53,6.381620173,Cw
CWHvh_WA/101,21.36692699,Cw
CWHvh_WA/102,14.07464056,Cw
CWHvh_WA/103,20.19714314,Cw
CWHvh_WA/110,21.80036352,Cw
CWHvh_WA/111,18.00651954,Cw
CWHvh_WA/112,23.47813243,Cw
CWHvh_WA/113,20.33008144,Cw
CWHvm1/01,20.94364665,Cw
CWHvm1/02,11.30616396,Cw
CWHvm1/03,16.16222644,Cw
CWHvm1/04,20.97351959,Cw
CWHvm1/05,24.79657818,Cw
CWHvm1/06,17.83306138,Cw
CWHvm1/07,23.1695296,Cw
CWHvm1/08,23.1695296,Cw
CWHvm1/12,14.14640479,Cw
CWHvm1/13,8.73528755,Cw
CWHvm1/14,17.59065539,Cw
CWHvm2/01,18.66102696,Cw
CWHvm2/02,11.32644772,Cw
CWHvm2/03,15.83721065,Cw
CWHvm2/04,20.58523101,Cw
CWHvm2/05,24.71002637,Cw
CWHvm2/06,18.2420777,Cw
CWHvm2/07,22.69608884,Cw
CWHvm2/08,21.11153532,Cw
CWHvm2/09,13.59703616,Cw
CWHvm2/11,16.43216536,Cw
CWHvm_OR/101,20.42034768,Cw
CWHvm_OR/102,15.59129798,Cw
CWHvm_OR/103,17.18620009,Cw
CWHvm_OR/110,23.87591028,Cw
CWHvm_OR/111,21.37726672,Cw
CWHvm_OR/112,26.73585475,Cw
CWHvm_OR/113,24.96790784,Cw
CWHvm_WA/101,22.61662176,Cw
CWHvm_WA/102,19.08205135,Cw
CWHvm_WA/103,21.45507066,Cw
CWHvm_WA/110,23.30557335,Cw
CWHvm_WA/111,20.23001663,Cw
CWHvm_WA/112,26.48122471,Cw
CWHvm_WA/113,23.99540807,Cw
CWHwh1/101,20.51339924,Cw
CWHwh1/102,17.73678014,Cw
CWHwh1/105,24.00410826,Cw
CWHwh1/110,17.42063723,Cw
CWHwh1/111,23.40956309,Cw
CWHwh1/115,12.87195063,Cw
CWHwh1/116,20.36013257,Cw
CWHwh1/118,16.28009616,Cw
CWHwh1/Wb51,7.679670823,Cw
CWHwh2/101,15.19829039,Cw
CWHwh2/110,18.08258489,Cw
CWHwh2/111,7.751528584,Cw
CWHwh2/112,12.05150243,Cw
CWHwh_WA/101,22.39444819,Cw
CWHwh_WA/102,15.62920196,Cw
CWHwh_WA/103,21.07725076,Cw
CWHwh_WA/110,23.92579646,Cw
CWHwh_WA/111,20.75635988,Cw
CWHwh_WA/112,25.33120106,Cw
CWHwh_WA/113,22.94483177,Cw
CWHwm/01,18.27036037,Cw
CWHwm/02,15.56848454,Cw
CWHwm/03,22.54575645,Cw
CWHwm/04,21.39584822,Cw
CWHwm/09,16.11396654,Cw
CWHwm/10,10.02819807,Cw
CWHws1/01,19.52870881,Cw
CWHws1/02,13.22335163,Cw
CWHws1/03,17.76268383,Cw
CWHws1/04,24.33659405,Cw
CWHws1/05,20.94142043,Cw
CWHws1/06,24.55913196,Cw
CWHws1/11,18.76294775,Cw
CWHws2/01,16.19494609,Cw
CWHws2/02,10.4732316,Cw
CWHws2/03,14.69075385,Cw
CWHws2/04,19.02967333,Cw
CWHws2/05,15.20647164,Cw
CWHws2/06,19.37641031,Cw
CWHws2/10,8.549059124,Cw
CWHws2/11,13.90679995,Cw
CWHxm1/01,20.34943096,Cw
CWHxm1/03,15.64883368,Cw
CWHxm1/04,20.21771499,Cw
CWHxm1/05,24.15774799,Cw
CWHxm1/06,23.61488572,Cw
CWHxm1/07,27.19403436,Cw
CWHxm1/11,11.62357089,Cw
CWHxm1/12,19.3178207,Cw
CWHxm2/01,20.98199354,Cw
CWHxm2/03,16.19848634,Cw
CWHxm2/04,20.45968638,Cw
CWHxm2/05,24.45344699,Cw
CWHxm2/06,23.85908023,Cw
CWHxm2/07,27.30370908,Cw
CWHxm2/11,12.24630513,Cw
CWHxm2/12,19.91339643,Cw
CWHxm_OR/101,17.20789424,Cw
CWHxm_OR/102,16.34962669,Cw
CWHxm_OR/103,14.91112555,Cw
CWHxm_OR/110,22.40553487,Cw
CWHxm_OR/111,21.61452448,Cw
CWHxm_OR/112,25.64880842,Cw
CWHxm_OR/113,25.18369052,Cw
CWHxm_WA/101,18.98915975,Cw
CWHxm_WA/102,16.13569218,Cw
CWHxm_WA/103,14.68560961,Cw
CWHxm_WA/110,20.53207207,Cw
CWHxm_WA/111,20.82643045,Cw
CWHxm_WA/112,25.74258657,Cw
CWHxm_WA/113,24.66506542,Cw
ESSFmh/101,15.92624063,Cw
ESSFmh/103,13.3642616,Cw
ESSFmh/105,15.40667273,Cw
ESSFmh/110,16.82363205,Cw
ESSFmh/111,17.05991065,Cw
ESSFmw/07,18.75634633,Cw
ESSFmw/08,13.99393104,Cw
ESSFmw1/01,13.87834708,Cw
ESSFmw1/04,13.75624066,Cw
ESSFmw1/05,15.02118563,Cw
ESSFmw1/07,18.08811445,Cw
ESSFmw1/08,13.45107707,Cw
ESSFmw2/05,16.17874961,Cw
ESSFmw2/07,18.54635568,Cw
ESSFmw2/08,13.59245233,Cw
ESSFmww/07,19.67350968,Cw
ESSFmww/08,14.94836514,Cw
ESSFvh_ID/110,15.99395561,Cw
ESSFvh_ID/111,15.74121997,Cw
ESSFwh1/101,16.88478163,Cw
ESSFwh1/103,14.26051299,Cw
ESSFwh1/104,14.49551327,Cw
ESSFwh1/110,16.54163764,Cw
ESSFwh2/101,15.25197589,Cw
ESSFwh2/104,14.55669553,Cw
ESSFwh2/110,16.53530809,Cw
ESSFwh2/111,15.82765913,Cw
ESSFwh3/101,16.26934356,Cw
ESSFwh3/104,15.28973506,Cw
ESSFwh3/110,17.87090196,Cw
ESSFwh3/111,17.08099362,Cw
ESSFwh_MT/101,13.55932016,Cw
ESSFwh_MT/110,16.09781927,Cw
ESSFwh_MT/111,15.55081386,Cw
ESSFwm4/101,13.77154335,Cw
ESSFwm4/110,15.44907839,Cw
ESSFwm_MT/110,16.26932136,Cw
ESSFwm_MT/111,14.44420886,Cw
ICHdh_ID/101,16.04955848,Cw
ICHdh_ID/110,19.76137677,Cw
ICHdh_ID/111,21.05653239,Cw
ICHdh_ID/112,22.53190741,Cw
ICHdh_ID/113,24.30499451,Cw
ICHdk/01,14.10909879,Cw
ICHdk/02,11.21191661,Cw
ICHdk/04,13.97841208,Cw
ICHdk/05,17.0591561,Cw
ICHdk/06,17.04908899,Cw
ICHdk/08,17.5897777,Cw
ICHdm/101,16.42404763,Cw
ICHdm/110,17.62932532,Cw
ICHdm/111,19.67090335,Cw
ICHdm/112,15.92496147,Cw
ICHdw1/101,19.09134989,Cw
ICHdw1/102,10.68340858,Cw
ICHdw1/104,13.38455727,Cw
ICHdw1/110,20.88851826,Cw
ICHdw1/111,22.36496503,Cw
ICHdw1/112,21.04188007,Cw
ICHdw1/113,24.03555373,Cw
ICHdw3/101,16.7757405,Cw
ICHdw3/104,15.38233431,Cw
ICHdw3/110,17.55996327,Cw
ICHdw3/111,20.20992037,Cw
ICHdw3/112,18.51631797,Cw
ICHdw3/113,18.51631797,Cw
ICHdw4/101,18.86849052,Cw
ICHdw4/102,10.83008125,Cw
ICHdw4/104,14.23762681,Cw
ICHdw4/110,22.54940605,Cw
ICHdw4/111,21.25479892,Cw
ICHdw4/112,21.25315057,Cw
ICHdw_ID/101,16.02512032,Cw
ICHdw_ID/110,19.76515048,Cw
ICHdw_ID/111,20.39561098,Cw
ICHdw_ID/112,22.51346576,Cw
ICHdw_ID/113,23.68021895,Cw
ICHmc1a/01,17.75760556,Cw
ICHmc1a/02,19.92606199,Cw
ICHmc1a/03,21.48700363,Cw
ICHmc2/01,17.38837609,Cw
ICHmc2/03,19.8327205,Cw
ICHmc2/04,21.93646072,Cw
ICHmc2/05,19.47864449,Cw
ICHmc2/06,22.85800049,Cw
ICHmc2/07,16.90897098,Cw
ICHmh_MT/101,16.56342565,Cw
ICHmh_MT/110,16.8557735,Cw
ICHmh_MT/111,15.67709574,Cw
ICHmh_MT/112,21.07619569,Cw
ICHmh_MT/113,20.86025174,Cw
ICHmk1/01,15.92810302,Cw
ICHmk1/03,12.35914281,Cw
ICHmk1/04,13.47434899,Cw
ICHmk1/05,17.3592359,Cw
ICHmk1/06,19.01526702,Cw
ICHmk1/07,15.18077228,Cw
ICHmk2/01,14.85817568,Cw
ICHmk2/03,12.72819717,Cw
ICHmk2/04,14.01278465,Cw
ICHmk2/05,17.67432454,Cw
ICHmk2/06,14.59744091,Cw
ICHmk3/01,15.22965853,Cw
ICHmk3/03,13.80648693,Cw
ICHmk3/04,18.20456011,Cw
ICHmk3/05,18.18391071,Cw
ICHmk3/06,19.84971905,Cw
ICHmk3/07,15.8194899,Cw
ICHmk4/101,16.42714998,Cw
ICHmk4/110,17.68221348,Cw
ICHmk4/111,18.00646683,Cw
ICHmk4/112,14.74077544,Cw
ICHmk5/101,15.58672077,Cw
ICHmk5/110,18.22928096,Cw
ICHmk5/112,14.8647563,Cw
ICHmm/01,16.98021261,Cw
ICHmm/02,11.39787118,Cw
ICHmm/03,14.34480058,Cw
ICHmm/04,17.19903558,Cw
ICHmm/05,17.76020989,Cw
ICHmm/06,19.04206428,Cw
ICHmm/08,14.55445478,Cw
ICHmw1/01,15.70486587,Cw
ICHmw1/02,12.86107954,Cw
ICHmw1/03,13.91992763,Cw
ICHmw1/04,14.40552321,Cw
ICHmw1/05,16.51234764,Cw
ICHmw1/06,19.51407187,Cw
ICHmw1/07,17.39942032,Cw
ICHmw2/101,18.7319785,Cw
ICHmw2/102,12.61517815,Cw
ICHmw2/103,13.23611045,Cw
ICHmw2/104,18.67017725,Cw
ICHmw2/110,20.73215469,Cw
ICHmw2/111,20.67428054,Cw
ICHmw2/112,17.81420127,Cw
ICHmw2/113,18.6637172,Cw
ICHmw2/114,21.80439967,Cw
ICHmw3/01,15.88573942,Cw
ICHmw3/02,11.52980911,Cw
ICHmw3/03,13.9798319,Cw
ICHmw3/04,15.24032637,Cw
ICHmw3/05,15.56133228,Cw
ICHmw3/06,17.74652565,Cw
ICHmw3/08,17.3008024,Cw
ICHmw4/101,19.81770847,Cw
ICHmw4/103,15.31895533,Cw
ICHmw4/104,19.02282484,Cw
ICHmw4/110,21.13105717,Cw
ICHmw4/111,19.81789684,Cw
ICHmw4/112,21.34416778,Cw
ICHmw4/113,20.30733563,Cw
ICHmw4/114,17.46825723,Cw
ICHmw5/101,19.62595511,Cw
ICHmw5/102,12.84130275,Cw
ICHmw5/103,13.73139108,Cw
ICHmw5/104,16.89443318,Cw
ICHmw5/110,20.49164804,Cw
ICHmw5/111,21.57265982,Cw
ICHmw5/112,19.83267451,Cw
ICHmw5/113,22.39781065,Cw
ICHmw_MT/101,15.42838944,Cw
ICHmw_MT/103,11.48959457,Cw
ICHmw_MT/110,18.50838071,Cw
ICHmw_MT/111,17.41288431,Cw
ICHmw_MT/112,21.05231656,Cw
ICHmw_MT/113,20.57563174,Cw
ICHvk1/01,17.65165247,Cw
ICHvk1/02,16.48487288,Cw
ICHvk1/03,17.77153307,Cw
ICHvk1/04,18.66569289,Cw
ICHvk1/05,16.80144181,Cw
ICHvk1/06,15.86312825,Cw
ICHvk2/01,16.44726298,Cw
ICHvk2/02,11.02056836,Cw
ICHvk2/03,13.01958773,Cw
ICHvk2/04,14.75171364,Cw
ICHvk2/06,16.04187486,Cw
ICHvk_ID/101,17.57724247,Cw
ICHvk_ID/102,14.51515846,Cw
ICHvk_ID/110,20.39729189,Cw
ICHvk_ID/111,18.91520471,Cw
ICHvk_ID/112,23.00199482,Cw
ICHvk_ID/113,22.217737,Cw
ICHwk1/01,19.30862337,Cw
ICHwk1/02,13.08720278,Cw
ICHwk1/03,15.54179817,Cw
ICHwk1/04,17.44217973,Cw
ICHwk1/05,19.28068212,Cw
ICHwk1/07,16.50398026,Cw
ICHwk1/08,15.77298638,Cw
ICHwk2/01,16.10545802,Cw
ICHwk2/02,11.22425506,Cw
ICHwk2/03,13.59145565,Cw
ICHwk2/04,15.58479267,Cw
ICHwk2/07,19.6928007,Cw
ICHwk2/08,15.4190046,Cw
ICHwk3/01,17.91299333,Cw
ICHwk3/03,13.72513533,Cw
ICHwk3/04,16.08913318,Cw
ICHwk3/05,17.41124744,Cw
ICHwk3/06,16.1771579,Cw
ICHwk3/07,13.25894668,Cw
ICHwk3/08,13.74076771,Cw
ICHwk4/01,17.87093845,Cw
ICHwk4/05,14.54088998,Cw
ICHwk4/07,17.94079409,Cw
ICHwk4/08,14.94057037,Cw
ICHxw/101,16.33074073,Cw
ICHxw/104,13.35370176,Cw
ICHxw/110,20.14345008,Cw
ICHxw/111,21.19256713,Cw
ICHxw/112,20.3367217,Cw
ICHxw/113,23.4465782,Cw
ICHxw_WA/101,14.54387877,Cw
ICHxw_WA/110,19.76779175,Cw
ICHxw_WA/111,17.68475506,Cw
ICHxw_WA/112,22.88966861,Cw
ICHxw_WA/113,22.89258191,Cw
ICHxwa/101,15.82325689,Cw
ICHxwa/104,13.06606887,Cw
ICHxwa/110,20.13664164,Cw
ICHxwa/111,21.24245857,Cw
ICHxwa/112,20.46043481,Cw
ICHxwa/113,23.56394772,Cw
IDFdc/05,17.21491864,Cw
IDFdc/06,16.18268958,Cw
IDFdh_MT/113,19.94535656,Cw
IDFdh_WA/113,20.19603797,Cw
IDFdk2/05,16.22959081,Cw
IDFdk2/07,15.12686309,Cw
IDFdk_WA/111,15.26632954,Cw
IDFdk_WA/113,19.26018771,Cw
IDFdm1/05,15.48043742,Cw
IDFdm1/06,16.9955859,Cw
IDFdm1/07,16.74498495,Cw
IDFmw1/01,16.27396908,Cw
IDFmw1/04,14.99889543,Cw
IDFmw1/05,18.80742694,Cw
IDFmw1/06,20.27032213,Cw
IDFmw2/01,16.15190142,Cw
IDFmw2/03,12.51644283,Cw
IDFmw2/04,20.29069381,Cw
IDFmw2/05,14.87646767,Cw
IDFww/01,14.21728198,Cw
IDFww/02,12.79995339,Cw
IDFww/03,14.61339981,Cw
IDFww/04,18.389813,Cw
IDFww/05,23.5361672,Cw
IDFww/06,23.65499433,Cw
IDFww/07,18.08296153,Cw
IDFww1/01,13.74868138,Cw
IDFww1/02,13.27839249,Cw
IDFww1/04,18.03344486,Cw
IDFww1/05,23.83755619,Cw
IDFww1/06,23.70398671,Cw
IDFww1/07,17.61558976,Cw
IDFxc/07,17.9091625,Cw
IDFxc/08,17.61535308,Cw
IDFxh1/05,15.78953872,Cw
IDFxh1/06,16.47973725,Cw
IDFxh1/07,14.89653355,Cw
IDFxh1/08,17.12481301,Cw
IDFxh2/07,17.10084217,Cw
IDFxh2/08,16.80103903,Cw
IDFxh4/07,14.91965137,Cw
IDFxh4/08,16.85431566,Cw
IGFdk_WA/110,18.52599579,Cw
IGFdk_WA/111,17.8632653,Cw
IGFdk_WA/112,21.98038871,Cw
IGFdk_WA/113,21.86064366,Cw
IGFdw_OR/110,19.03979886,Cw
IGFdw_OR/112,21.40227952,Cw
IGFdw_OR/113,22.91332265,Cw
MHmm1/01,17.35363142,Cw
MHmm2/01,15.93484869,Cw
MHwh/101,13.80219773,Cw
MHwh/102,12.86759432,Cw
MHwh/110,18.86771274,Cw
MHwh/111,12.12426124,Cw
MHwh/Wb53,8.322927574,Cw
MHwh1/01,16.20059002,Cw
MHwh1/02,13.79973686,Cw
MHwh1/03,21.33953086,Cw
MHwh1/04,11.88336385,Cw
MHwh1/05,19.32595437,Cw
MHwh1/06,11.38938197,Cw
MHwh1/07,16.27876036,Cw
MHwh1/08,7.475124907,Cw
MHwh1/09,14.16616711,Cw
MSdk/110,14.47662251,Cw
MSdm1/06,16.78634633,Cw
MSdm1/08,14.73519655,Cw
MSdm2/05,17.60226555,Cw
MSdm3/05,15.36556394,Cw
MSdm3/06,16.36495092,Cw
MSdw/110,14.63337172,Cw
MSmw1/01,15.04219957,Cw
MSmw1/03,12.48408319,Cw
MSmw1/06,18.37606133,Cw
MSmw1/08,14.4564119,Cw
MSmw2/01,13.88375615,Cw
MSmw2/03,12.56491586,Cw
MSmw2/06,18.52936656,Cw
MSmw2/08,14.26778378,Cw
SBSmm/07,14.18234244,Cw
BGdw_WA/110,18.84357406,Fd
BGmk_MT/110,14.77843371,Fd
BGmk_MT/111,17.40010804,Fd
BGmm_MT/110,18.89302656,Fd
BGmm_MT/111,20.14071862,Fd
BGmw_WA/110,20.82931265,Fd
BGmw_WA/111,21.35067959,Fd
BGwm_WA/110,20.82045252,Fd
BGwm_WA/111,22.32129888,Fd
BGxh1/04,10.13576668,Fd
BGxh1/05,14.24398403,Fd
BGxh1/06,18.5975458,Fd
BGxh1/07,22.38534057,Fd
BGxh2/04,9.785588657,Fd
BGxh2/05,12.48281398,Fd
BGxh2/07,19.98698501,Fd
BGxh3/110,17.8248324,Fd
BGxh3/111,17.8248324,Fd
BGxh3/113,19.06833734,Fd
BGxh_WA/111,18.84071676,Fd
BGxw1/03,12.46716104,Fd
BGxw1/05,14.26068383,Fd
BGxw1/08,20.98550239,Fd
BGxw2/110,15.84919634,Fd
BGxw2/111,15.84919634,Fd
BGxw2/113,16.9865951,Fd
CDFmm/01,24.52283915,Fd
CDFmm/02,15.42045694,Fd
CDFmm/03,21.08619113,Fd
CDFmm/04,29.61154989,Fd
CDFmm/05,26.99104273,Fd
CDFmm/06,32.16165412,Fd
CDFmm_OR/101,16.38860441,Fd
CDFmm_OR/102,14.05596699,Fd
CDFmm_OR/103,14.32858338,Fd
CDFmm_OR/110,24.22911415,Fd
CDFmm_OR/111,27.20131775,Fd
CDFmm_OR/112,28.34324439,Fd
CDFmm_OR/113,31.40684474,Fd
CDFmm_WA/101,25.91418341,Fd
CDFmm_WA/102,16.18977502,Fd
CDFmm_WA/103,17.57576878,Fd
CDFmm_WA/110,26.85954564,Fd
CDFmm_WA/111,29.28706905,Fd
CDFmm_WA/112,30.9100915,Fd
CDFmm_WA/113,33.30286179,Fd
CDFxm_CA/101,14.50228391,Fd
CDFxm_CA/102,12.24343977,Fd
CDFxm_CA/103,12.4826722,Fd
CDFxm_CA/110,20.86634565,Fd
CDFxm_CA/111,23.45254365,Fd
CDFxm_CA/112,25.09157116,Fd
CDFxm_CA/113,27.56957589,Fd
CMXdm_OR/101,14.75369603,Fd
CMXdm_OR/102,12.62496936,Fd
CMXdm_OR/103,14.1706728,Fd
CMXdm_OR/110,23.7715781,Fd
CMXdm_OR/111,25.89014451,Fd
CMXdm_OR/112,27.88664538,Fd
CMXdm_OR/113,29.97444477,Fd
CMXwm_OR/101,15.17946618,Fd
CMXwm_OR/102,13.99723256,Fd
CMXwm_OR/103,14.08325741,Fd
CMXwm_OR/110,24.39925758,Fd
CMXwm_OR/111,26.66489938,Fd
CMXwm_OR/113,30.74414851,Fd
CMXxm_CA/101,13.96357924,Fd
CMXxm_CA/102,13.32356126,Fd
CMXxm_CA/103,13.32356126,Fd
CMXxm_CA/110,19.76942744,Fd
CMXxm_CA/111,23.73319379,Fd
CMXxm_CA/112,24.0530494,Fd
CMXxm_CA/113,27.8829655,Fd
CRFdh_CA/101,14.87312219,Fd
CRFdh_CA/102,14.15673583,Fd
CRFdh_CA/103,14.3001803,Fd
CRFdh_CA/110,24.99483469,Fd
CRFdh_CA/111,27.25049763,Fd
CWFds_CA/101,14.49028935,Fd
CWFds_CA/102,13.58470483,Fd
CWFds_CA/110,24.87273226,Fd
CWFmm_OR/101,15.76072425,Fd
CWFmm_OR/102,14.10073767,Fd
CWFmm_OR/103,14.13087101,Fd
CWFmm_OR/110,23.89479592,Fd
CWFmm_OR/111,26.8499887,Fd
CWFmm_OR/112,28.11089988,Fd
CWFmm_OR/113,31.12521738,Fd
CWFwm_OR/101,18.24454182,Fd
CWFwm_OR/102,15.79684651,Fd
CWFwm_OR/103,15.93606936,Fd
CWFwm_OR/110,27.13122286,Fd
CWFwm_OR/111,29.01937824,Fd
CWFwm_OR/113,33.29971122,Fd
CWHdm/01,32.59846111,Fd
CWHdm/02,19.11855544,Fd
CWHdm/03,25.39534062,Fd
CWHdm/04,30.78886298,Fd
CWHdm/05,37.9009977,Fd
CWHdm/06,34.18195771,Fd
CWHdm/07,38.97973498,Fd
CWHdm_OR/101,28.91618198,Fd
CWHdm_OR/102,19.16152338,Fd
CWHdm_OR/103,20.57932085,Fd
CWHdm_OR/110,29.60808515,Fd
CWHdm_OR/111,33.10107139,Fd
CWHdm_OR/112,34.0587419,Fd
CWHdm_OR/113,37.25029503,Fd
CWHdm_WA/101,33.92566051,Fd
CWHdm_WA/102,21.5956779,Fd
CWHdm_WA/103,23.66288086,Fd
CWHdm_WA/110,33.32981312,Fd
CWHdm_WA/111,34.79273428,Fd
CWHdm_WA/112,38.11051277,Fd
CWHdm_WA/113,38.85630018,Fd
CWHds1/01,28.79944306,Fd
CWHds1/02,15.32068724,Fd
CWHds1/03,17.9736212,Fd
CWHds1/04,24.18242254,Fd
CWHds1/05,34.68040681,Fd
CWHds1/06,29.01549543,Fd
CWHds1/07,34.63196783,Fd
CWHds2/01,26.22080541,Fd
CWHds2/02,15.75587937,Fd
CWHds2/03,17.81051716,Fd
CWHds2/04,24.50134875,Fd
CWHds2/05,32.65171695,Fd
CWHds2/06,27.73146038,Fd
CWHds2/07,33.06588839,Fd
CWHds_WA/101,24.28787044,Fd
CWHds_WA/102,15.33313073,Fd
CWHds_WA/103,16.74851894,Fd
CWHds_WA/110,25.109758,Fd
CWHds_WA/111,27.2579127,Fd
CWHds_WA/112,28.76727569,Fd
CWHds_WA/113,29.91693833,Fd
CWHmh_OR/101,29.50181123,Fd
CWHmh_OR/102,16.30389555,Fd
CWHmh_OR/103,19.26300342,Fd
CWHmh_OR/110,27.95361172,Fd
CWHmh_OR/111,29.44414911,Fd
CWHmh_OR/112,33.0969071,Fd
CWHmh_OR/113,34.4655752,Fd
CWHmm1/01,31.6539137,Fd
CWHmm1/02,18.92981767,Fd
CWHmm1/03,27.83037866,Fd
CWHmm1/04,33.21868575,Fd
CWHmm1/05,36.93053518,Fd
CWHmm1/06,32.52526018,Fd
CWHmm1/07,37.1878888,Fd
CWHmm2/01,26.23300875,Fd
CWHmm2/02,14.43646877,Fd
CWHmm2/03,22.350644,Fd
CWHmm2/04,25.57566742,Fd
CWHmm2/05,29.32824965,Fd
CWHmm2/06,26.31034535,Fd
CWHmm2/08,28.93327958,Fd
CWHms1/01,23.77136351,Fd
CWHms1/02,12.34322675,Fd
CWHms1/03,16.99983903,Fd
CWHms1/04,27.92088839,Fd
CWHms1/06,28.37658417,Fd
CWHms2/01,23.75397994,Fd
CWHms2/02,10.83392568,Fd
CWHms2/03,19.41721318,Fd
CWHms2/04,28.58141468,Fd
CWHms2/06,28.4437991,Fd
CWHms_OR/101,28.34040299,Fd
CWHms_OR/102,16.77469036,Fd
CWHms_OR/103,18.49536676,Fd
CWHms_OR/110,27.14096939,Fd
CWHms_OR/111,28.37314409,Fd
CWHms_OR/112,32.48846521,Fd
CWHms_OR/113,33.32321912,Fd
CWHms_WA/101,27.25399425,Fd
CWHms_WA/102,16.53997651,Fd
CWHms_WA/103,18.20921709,Fd
CWHms_WA/110,25.66584219,Fd
CWHms_WA/112,30.64532437,Fd
CWHms_WA/113,31.41774079,Fd
CWHvh_WA/101,32.2679092,Fd
CWHvh_WA/102,18.95898237,Fd
CWHvh_WA/103,29.64188196,Fd
CWHvh_WA/110,31.1140372,Fd
CWHvm1/01,30.55578543,Fd
CWHvm1/02,14.68575084,Fd
CWHvm1/03,27.05013273,Fd
CWHvm1/04,31.60741112,Fd
CWHvm1/05,34.98383663,Fd
CWHvm1/07,32.87487432,Fd
CWHvm2/01,22.92898119,Fd
CWHvm2/02,9.822516761,Fd
CWHvm2/03,20.68697196,Fd
CWHvm2/04,23.86916125,Fd
CWHvm2/05,25.90855352,Fd
CWHvm2/06,22.93124907,Fd
CWHvm2/07,25.39061701,Fd
CWHvm_OR/101,29.66511079,Fd
CWHvm_OR/102,18.48926948,Fd
