SS_NoSpace,SIPred,Spp
SBSdh1/03,20.54065746,Pw
SBSdh2/03,20.90441976,Pw
BGdh_OR/111,17.56850087,Py
BGdw_WA/110,16.10593908,Py
BGmw_WA/110,16.6121524,Py
BGmw_WA/111,18.45667663,Py
BGwm_WA/110,17.50094047,Py
BGwm_WA/111,19.58878401,Py
BGxh1/04,13.32176041,Py
BGxh1/05,14.90669654,Py
BGxh1/06,18.25491221,Py
BGxh1/07,19.63816661,Py
BGxh2/03,13.00329604,Py
BGxh2/04,12.96044493,Py
BGxh2/05,12.48732423,Py
BGxh2/07,18.97232948,Py
BGxh_WA/110,16.38578488,Py
BGxh_WA/111,17.81058473,Py
BGxw1/03,12.64066527,Py
BGxw1/05,15.11426987,Py
CDFmm_OR/101,14.93000133,Py
CDFmm_OR/103,14.03346844,Py
CDFxm_CA/101,13.60816296,Py
CDFxm_CA/102,14.07601603,Py
CDFxm_CA/103,13.91957374,Py
CDFxm_CA/110,17.49422306,Py
CMXdm_OR/101,13.65508659,Py
CMXdm_OR/102,13.70301474,Py
CMXdm_OR/103,13.73959926,Py
CMXwm_OR/102,13.99229667,Py
CMXwm_OR/103,14.25419269,Py
CMXxm_CA/101,13.27931919,Py
CMXxm_CA/102,13.60717838,Py
CMXxm_CA/103,13.60717838,Py
CMXxm_CA/110,17.40433737,Py
CMXxm_CA/112,18.52795231,Py
CWFds_CA/101,14.89817053,Py
CWFds_CA/102,14.79144736,Py
CWFds_CA/110,19.26802734,Py
CWFmm_OR/102,15.20238208,Py
CWFmm_OR/103,15.34966032,Py
CWFwm_OR/102,15.96380516,Py
CWFwm_OR/103,16.15615344,Py
CWHds1/01,22.69652051,Py
CWHds1/03,20.84874034,Py
CWHds1/04,21.55864348,Py
CWHds1/05,23.55109602,Py
CWHds_WA/102,18.1391908,Py
CWHds_WA/103,19.45230648,Py
CWHms_WA/102,18.63893191,Py
ESSFdh_WA/102,15.87050713,Py
ESSFmw_WA/102,16.29516488,Py
ESSFxc_WA/102,15.27631254,Py
ESSFxw_OR/102,15.00915045,Py
GOun_CO/110,18.68478337,Py
ICHdh_ID/101,20.92626496,Py
ICHdh_ID/102,17.72956335,Py
ICHdh_ID/103,19.43353292,Py
ICHdm/102,16.50358788,Py
ICHdw1/101,21.29820655,Py
ICHdw1/102,20.48967636,Py
ICHdw1/103,19.58848261,Py
ICHdw1/104,19.80436164,Py
ICHdw3/102,16.44930523,Py
ICHdw3/103,17.2186731,Py
ICHdw4/101,21.20660328,Py
ICHdw4/102,20.25259954,Py
ICHdw4/103,18.89912917,Py
ICHdw4/104,19.43782459,Py
ICHdw_ID/101,19.83432214,Py
ICHdw_ID/102,17.44113974,Py
ICHdw_ID/103,19.08667488,Py
ICHmh_MT/102,14.90460513,Py
ICHmh_MT/103,15.78305304,Py
ICHmk1/01,17.84729208,Py
ICHmk1/02,14.90716416,Py
ICHmk1/03,18.1421416,Py
ICHmk1/04,17.43252793,Py
ICHmk4/102,15.0461275,Py
ICHmw2/102,20.58462957,Py
ICHmw2/103,19.54042086,Py
ICHmw2/104,21.30494235,Py
ICHmw3/02,17.04047295,Py
ICHmw3/03,17.54254146,Py
ICHmw4/102,20.05360717,Py
ICHmw4/103,20.36473324,Py
ICHmw4/104,19.7405646,Py
ICHmw5/102,18.90353714,Py
ICHmw5/103,19.87308741,Py
ICHmw5/104,19.68536936,Py
ICHmw_MT/102,15.71268739,Py
ICHmw_MT/103,16.36313295,Py
ICHvk_ID/102,17.84706489,Py
ICHxw/101,18.95846486,Py
ICHxw/102,17.24249157,Py
ICHxw/103,16.77116893,Py
ICHxw/104,17.28662496,Py
ICHxw_WA/101,17.28345254,Py
ICHxw_WA/102,14.82599129,Py
ICHxw_WA/103,16.27636793,Py
ICHxwa/101,18.37060329,Py
ICHxwa/102,16.83874845,Py
ICHxwa/103,16.32654825,Py
ICHxwa/104,16.78423127,Py
IDFdc/01,17.76144803,Py
IDFdc/02,14.71054188,Py
IDFdc/03,16.41684966,Py
IDFdh_MT/101,15.00147865,Py
IDFdh_MT/102,13.94552546,Py
IDFdh_MT/103,14.05744507,Py
IDFdh_MT/110,18.56509379,Py
IDFdh_MT/112,19.80370042,Py
IDFdh_UT/101,13.88838994,Py
IDFdh_UT/110,17.52851441,Py
IDFdh_UT/112,18.77041376,Py
IDFdh_WA/101,15.15351968,Py
IDFdh_WA/102,12.36880602,Py
IDFdh_WA/103,12.39712134,Py
IDFdh_WA/110,18.30503453,Py
IDFdk1/01,15.61297726,Py
IDFdk1/02,12.92192346,Py
IDFdk1/03,12.84119665,Py
IDFdk1/04,14.59612332,Py
IDFdk2/01,15.46099866,Py
IDFdk2/02,12.26245837,Py
IDFdk2/03,13.16462857,Py
IDFdk2/04,15.73283598,Py
IDFdk5/102,13.90722856,Py
IDFdk5/103,13.85015226,Py
IDFdk5/104,15.70987931,Py
IDFdk_MT/101,16.5790163,Py
IDFdk_MT/102,12.90881272,Py
IDFdk_MT/103,14.25888973,Py
IDFdk_MT/110,18.20403644,Py
IDFdk_WA/101,15.73017891,Py
IDFdk_WA/102,13.86393066,Py
IDFdk_WA/103,14.42882244,Py
IDFdk_WA/110,18.72876334,Py
IDFdk_WA/112,19.44411431,Py
IDFdm1/01,18.38298331,Py
IDFdm1/03,15.76910073,Py
IDFdm1/04,17.06959184,Py
IDFdm1/05,19.78894229,Py
IDFdm2/101,14.94390916,Py
IDFdm2/102,12.76088857,Py
IDFdm2/103,12.65961744,Py
IDFdm2/104,13.57259452,Py
IDFdm_MT/101,15.8000734,Py
IDFdm_MT/102,13.92221176,Py
IDFdm_MT/103,14.45727702,Py
IDFdm_MT/110,18.13819842,Py
IDFdm_WA/102,11.03549129,Py
IDFdm_WA/103,14.09526175,Py
IDFdx_MT/101,14.39693654,Py
IDFdx_MT/102,13.05879042,Py
IDFdx_MT/110,17.11053049,Py
IDFdx_MT/112,18.37179949,Py
IDFmw1/01,20.10287116,Py
IDFmw1/02,16.36703836,Py
IDFmw1/03,17.69565789,Py
IDFmw1/04,17.75065544,Py
IDFmw2/01,18.43615298,Py
IDFmw2/02,15.11354348,Py
IDFmw2/03,15.24932145,Py
IDFww/01,22.6008157,Py
IDFww/02,18.51346012,Py
IDFww/03,19.08058847,Py
IDFww/04,23.6747759,Py
IDFww1/01,18.67459908,Py
IDFww1/03,16.53033562,Py
IDFww1/04,19.82071011,Py
IDFxc/01,17.33592901,Py
IDFxc/02,15.79769759,Py
IDFxc/03,15.27967778,Py
IDFxc/04,15.97592107,Py
IDFxc/05,17.17269282,Py
IDFxc/06,17.65687854,Py
IDFxc/07,21.25927148,Py
IDFxh1/01,16.90791779,Py
IDFxh1/02,14.48022334,Py
IDFxh1/03,14.35662219,Py
IDFxh1/04,15.4600414,Py
IDFxh1/05,16.23509945,Py
IDFxh1/06,18.56789746,Py
IDFxh1/07,18.0502736,Py
IDFxh1/08,19.87564236,Py
IDFxh2/01,15.3898886,Py
IDFxh2/02,13.46222469,Py
IDFxh2/03,13.1513913,Py
IDFxh2/04,14.15623453,Py
IDFxh2/05,15.75059675,Py
IDFxh2/06,15.90057225,Py
IDFxh2/07,20.13185475,Py
IDFxh4/01,15.13332939,Py
IDFxh4/02,13.72196994,Py
IDFxh4/03,12.78441562,Py
IDFxh4/04,13.64398026,Py
IDFxh4/05,14.84156131,Py
IDFxh4/06,16.72065924,Py
IDFxh4/07,16.72065924,Py
IDFxh4/08,18.29484292,Py
IDFxh_ID/101,15.35578433,Py
IDFxh_ID/102,13.14175262,Py
IDFxh_ID/110,18.76964968,Py
IDFxh_ID/112,19.96074484,Py
IDFxh_WA/101,14.70898154,Py
IDFxh_WA/102,14.02553648,Py
IDFxh_WA/103,14.20629311,Py
IDFxh_WA/110,18.44673071,Py
IDFxh_WA/112,19.66174232,Py
IDFxk/101,15.01217622,Py
IDFxk/102,10.38136291,Py
IDFxk/103,11.43088742,Py
IDFxk/110,15.78374796,Py
IDFxm_CO/101,14.77363141,Py
IDFxm_CO/102,13.4718904,Py
IDFxm_CO/110,17.83352251,Py
IDFxm_CO/111,19.5378035,Py
IDFxm_CO/112,19.35380471,Py
IDFxm_CO/113,20.77284035,Py
IDFxw/01,14.22756125,Py
IDFxw/02,9.731797222,Py
IDFxw/03,10.7195829,Py
IDFxw/04,12.43239282,Py
IDFxx1/01,14.4436248,Py
IDFxx1/04,14.57710462,Py
IDFxx1/05,14.47955383,Py
IDFxx2/101,14.62196167,Py
IDFxx2/102,11.62418131,Py
IDFxx2/103,11.11904374,Py
IDFxx2/104,12.95435227,Py
IDFxx2/110,14.33884935,Py
IDFxx2/111,16.49389639,Py
IDFxx_MT/101,13.97113224,Py
IDFxx_MT/110,17.51721255,Py
IDFxx_WA/101,15.02333252,Py
IDFxx_WA/102,14.39647349,Py
IDFxx_WA/103,14.8502078,Py
IDFxx_WA/110,18.90627376,Py
IDFxx_WA/112,20.08022174,Py
IGFdk_WA/101,17.63152137,Py
IGFdk_WA/102,15.85970916,Py
IGFdk_WA/103,16.44343279,Py
IGFdw_OR/101,16.62532081,Py
IGFdw_OR/102,13.35296275,Py
IGFdw_OR/103,14.67069815,Py
IGFdw_OR/110,19.17649025,Py
IGFmm_OR/101,16.95306992,Py
IGFmm_OR/102,13.78703727,Py
IGFmm_OR/103,15.93244399,Py
IGFmm_OR/110,20.04614698,Py
IGFmm_OR/112,20.62865621,Py
IWFdm_CO/101,15.64570714,Py
IWFdm_CO/102,14.24772936,Py
IWFdm_CO/110,18.5214894,Py
IWFdm_CO/111,20.26942546,Py
IWFdw_OR/101,13.77276647,Py
IWFdw_OR/102,13.01992368,Py
IWFdw_OR/103,13.7530185,Py
IWFdw_OR/110,18.13471546,Py
IWFdw_OR/112,19.29165315,Py
IWFxm_CA/101,13.6814531,Py
IWFxm_CA/102,13.78856712,Py
IWFxm_CA/103,13.30059145,Py
JPWdm_WY/110,14.10435402,Py
JPWdm_WY/111,15.69494555,Py
JPWdw_UT/110,16.55115279,Py
JPWdw_UT/111,17.85154797,Py
JPWmk_WY/110,15.71258324,Py
JPWmk_WY/111,17.48793669,Py
JPWwm_CO/110,17.76182691,Py
JPWwm_CO/111,19.46938833,Py
JPWxw_NV/110,15.91974127,Py
JPWxw_NV/111,17.69378698,Py
JPWxw_NV/113,19.54569559,Py
MGPmw_MT/110,16.09670234,Py
MGPmw_MT/111,18.10983843,Py
MHRFdm_OR/102,15.83086362,Py
MHRFds_CA/102,14.5233666,Py
MSdc1/02,15.63803548,Py
MSdc3/02,16.00399727,Py
MSdc3/03,17.31526937,Py
MSdh_UT/101,15.75210218,Py
MSdh_UT/103,14.14128065,Py
MSdk/102,16.28828791,Py
MSdk/103,16.72125004,Py
MSdk_CO/102,14.48754229,Py
MSdk_CO/103,16.56803695,Py
MSdm1/02,14.58684217,Py
MSdm1/03,17.15272102,Py
MSdm2/02,14.04699543,Py
MSdm2/03,15.72150132,Py
MSdm3/03,16.30785703,Py
MSdm_WA/102,13.59342883,Py
MSdm_WA/103,15.19041506,Py
MSdw/102,15.53258561,Py
MSdw/103,15.97529242,Py
MSdw_MT/103,16.53656692,Py
MSmm_ID/102,14.55648837,Py
MSmm_ID/103,15.062848,Py
MSxh_OR/102,17.34051475,Py
MSxh_OR/103,18.72735682,Py
MSxk1/02,15.03492333,Py
MSxk1/05,16.51505983,Py
MSxk2/05,17.190432,Py
MSxk3/05,17.73082029,Py
MSxk_WA/102,12.10296987,Py
MSxk_WA/103,13.53282162,Py
MSxm_CO/102,13.62193049,Py
MSxm_CO/103,15.21134366,Py
OWun_CA/110,16.33732444,Py
OWun_CA/111,18.00383622,Py
PPmx_WY/101,16.48586287,Py
PPmx_WY/102,14.49012038,Py
PPmx_WY/110,18.07459633,Py
PPmx_WY/111,19.33989541,Py
PPmx_WY/112,19.26395585,Py
PPmx_WY/113,20.85012663,Py
PPxh1/01,15.55472579,Py
PPxh1/02,15.84866254,Py
PPxh1/03,14.45068038,Py
PPxh1/04,14.59595144,Py
PPxh1/05,15.3162861,Py
PPxh1/06,17.7567654,Py
PPxh1/07,18.75803807,Py
PPxh1/08,19.71935407,Py
PPxh2/01,12.39775441,Py
PPxh2/02,9.478083377,Py
PPxh2/03,11.8846412,Py
PPxh2/04,12.02059399,Py
PPxh2/06,15.60313512,Py
PPxh2/07,18.19918716,Py
PPxh3/01,14.61531925,Py
PPxh3/04,14.70303375,Py
PPxh3/05,14.28596336,Py
PPxh_CO/101,15.01332468,Py
PPxh_CO/102,13.8189265,Py
PPxh_CO/110,19.73025724,Py
PPxh_CO/111,21.2599747,Py
PPxh_CO/112,20.95325773,Py
PPxh_CO/113,22.86755338,Py
PPxh_WA/101,13.62088078,Py
PPxh_WA/102,13.63883923,Py
PPxh_WA/110,17.10191231,Py
PPxk_OR/101,12.52347576,Py
PPxk_OR/102,12.1523529,Py
PPxk_OR/110,16.62925526,Py
PPxm_OR/101,10.17513804,Py
PPxm_OR/110,16.66052277,Py
PPxm_OR/111,18.20703265,Py
PPxm_OR/112,17.88407583,Py
PPxw_MT/101,13.70609771,Py
PPxw_MT/102,10.98098194,Py
PPxw_MT/110,16.83808351,Py
PPxw_MT/111,18.27554673,Py
PPxw_MT/113,19.41604503,Py
PPxx_OR/101,13.54633856,Py
PPxx_OR/102,13.86135363,Py
PPxx_OR/110,16.86723352,Py
PPxx_OR/111,18.55733507,Py
PPxx_OR/113,20.01521874,Py
WJPxm_OR/110,16.24843914,Py
WJPxm_OR/111,17.51138208,Py
BSJPap/b,11.33856059,Sb
BSJPap/c,12.62539424,Sb
BSJPap/d,12.48352102,Sb
BSJPap/e,8.821597988,Sb
BSJPap/f,11.94349284,Sb
BSJPap/g,12.72865447,Sb
BSJPap/h,9.00833144,Sb
BSJPku/b,10.34114236,Sb
BSJPku/c,11.5733699,Sb
BSJPku/d,11.38360872,Sb
BSJPku/e,7.678331933,Sb
BSJPku/f,10.68565822,Sb
BSJPku/g,11.36141795,Sb
BSJPku/h,7.806616986,Sb
BSJPpa/b,11.23051627,Sb
BSJPpa/c,12.65889497,Sb
BSJPpa/d,12.17692423,Sb
BSJPpa/e,8.726000271,Sb
BSJPpa/f,11.81299608,Sb
BSJPpa/g,12.57380367,Sb
BSJPpa/h,8.891462211,Sb
BWBScm/b,11.54807993,Sb
BWBScm/c,11.90623993,Sb
BWBScm/d,11.27325903,Sb
BWBScm/g,13.50677719,Sb
BWBScm/h,12.86198778,Sb
BWBScm/i,12.80303918,Sb
BWBScm/j,13.58817854,Sb
BWBScm/k,9.890235798,Sb
BWBSdk/101,8.949372936,Sb
BWBSdk/102,9.557766765,Sb
BWBSdk/110,9.077679317,Sb
BWBSdm/b,12.02901895,Sb
BWBSdm/c,12.38579493,Sb
BWBSdm/d,11.72551617,Sb
BWBSdm/g,13.88621788,Sb
BWBSdm/h,13.23360295,Sb
BWBSdm/i,13.36557094,Sb
BWBSdm/j,14.14490178,Sb
BWBSdm/k,10.44637212,Sb
BWBSlb/a,10.51993905,Sb
BWBSlb/b,10.59917496,Sb
BWBSlb/c,12.84557006,Sb
BWBSlb/d,10.74893445,Sb
BWBSlb/g,12.95963314,Sb
BWBSlb/h,12.24135937,Sb
BWBSlb/i,12.97534481,Sb
BWBSlf/b,10.93817753,Sb
BWBSlf/c,11.53378943,Sb
BWBSlf/d,11.69337592,Sb
BWBSlf/e,11.11954483,Sb
BWBSlf/f,10.10846979,Sb
BWBSlf/h,12.88532123,Sb
BWBSlf/j,13.63763088,Sb
BWBSlf/k,11.22946453,Sb
BWBSlf/l,13.57228993,Sb
BWBSlf/m,11.18944202,Sb
BWBSmk/101,9.418449218,Sb
BWBSmk/102,10.29638151,Sb
BWBSmk/110,9.637665363,Sb
BWBSmw/101,10.75088942,Sb
BWBSnm/b,9.835518626,Sb
BWBSnm/c,10.29157434,Sb
BWBSnm/d,9.106480643,Sb
BWBSnm/g,11.88310502,Sb
BWBSnm/h,11.89325492,Sb
BWBSnm/i,11.22008888,Sb
BWBSnm/j,11.97868525,Sb
BWBSnm/k,8.285475355,Sb
BWBSpp/b,11.54270832,Sb
BWBSpp/c,11.98678213,Sb
BWBSpp/d,11.33803398,Sb
BWBSpp/g,13.08875296,Sb
BWBSpp/h,12.47921192,Sb
BWBSpp/i,12.88541141,Sb
BWBSpp/j,13.65272847,Sb
BWBSpp/k,9.987131633,Sb
BWBSub/b,10.01180711,Sb
BWBSub/c,12.44952739,Sb
BWBSub/d,10.29142186,Sb
BWBSub/g,12.64854338,Sb
BWBSub/h,11.868775,Sb
BWBSub/i,12.47118048,Sb
BWBSuf/b,11.44534813,Sb
BWBSuf/c,11.79403746,Sb
BWBSuf/d,13.69636453,Sb
BWBSuf/e,11.49755988,Sb
BWBSuf/f,10.4962472,Sb
BWBSuf/h,14.3148379,Sb
BWBSuf/i,14.06162467,Sb
BWBSuf/j,10.61025725,Sb
BWBSuf/k,13.61483647,Sb
BWBSuf/l,14.10942354,Sb
BWBSuf/m,13.23981521,Sb
BWBSwk1/111,14.46893583,Sb
BWBSwk3/101,9.1025321,Sb
BWBSwk3/102,9.05469685,Sb
BWBSwk3/110,9.530726135,Sb
BWBSwk3/111,9.006414172,Sb
ESSFab/d,9.928587855,Sb
ESSFab/f,10.96929864,Sb
ESSFab/h,10.14910637,Sb
ESSFab/i,9.782228584,Sb
ESSFmv3/03,6.280261949,Sb
ICHmc2/08,10.26437905,Sb
ICHmm/07,12.00014441,Sb
ICHvk2/07,12.00084182,Sb
ICHwk3/09,10.28470795,Sb
MSab/c,12.30813495,Sb
MSab/g,11.30889077,Sb
SASbo/b,11.69614043,Sb
SASbo/c,12.41669974,Sb
SASbo/e,13.07561087,Sb
SASbo/f,12.43463436,Sb
SASbo/g,13.19054815,Sb
SASbo/h,9.084676331,Sb
SBPSdc/01,11.36924123,Sb
SBPSdc/03,11.74923289,Sb
SBPSdc/04,12.72014013,Sb
SBPSdc/05,10.81266312,Sb
SBPSdc/06,10.71644614,Sb
SBPSdc/07,14.53448463,Sb
SBPSdc/08,11.31360125,Sb
SBPSmc/01,9.24773052,Sb
SBPSmc/02,8.800661027,Sb
SBPSmc/03,11.27557509,Sb
SBPSmc/04,9.364493917,Sb
SBPSmc/05,8.375636287,Sb
SBPSmc/06,8.938756927,Sb
SBPSmc/07,9.555817006,Sb
SBPSmk/04,11.10378989,Sb
SBPSmk/08,10.99869199,Sb
SBSdh1/05,11.51239432,Sb
SBSdh1/08,13.95094631,Sb
SBSdh2/05,10.47860953,Sb
SBSdh2/08,13.72656066,Sb
SBSdk/03,9.288296427,Sb
SBSdk/09,9.942796642,Sb
SBSdk/10,9.795593691,Sb
SBSdw2/07,10.79101785,Sb
SBSdw2/11,11.31873882,Sb
SBSdw3/05,11.72225041,Sb
SBSdw3/06,12.12374905,Sb
SBSdw3/10,11.64036205,Sb
SBSmc2/07,9.085244265,Sb
SBSmc2/12,8.778708815,Sb
SBSmc3/04,11.31337465,Sb
SBSmc3/05,11.87074246,Sb
SBSmc3/06,12.06169368,Sb
SBSmc3/07,10.7704363,Sb
SBSmc3/08,10.91887381,Sb
SBSmc3/09,11.54667153,Sb
SBSmk1/09,11.35305726,Sb
SBSmk1/10,11.78577147,Sb
SBSmw/10,11.80634294,Sb
SBSvk/08,9.000442718,Sb
SBSwk1/11,12.00096185,Sb
SBSwk1/12,9.988145591,Sb
SBSwk3a/05,13.07226315,Sb
SWBmk/05,7.621835456,Sb
SWBmk/06,9.585734164,Sb
SWBmk/09,8.656749211,Sb
CDFmm_WA/113,30.27794084,Ss
CRFdh_CA/110,25.26792639,Ss
CRFdh_CA/111,28.47618066,Ss
CWHdm/12,25.88159227,Ss
CWHdm_OR/111,25.46747935,Ss
CWHdm_OR/113,30.25225027,Ss
CWHdm_WA/111,25.48738072,Ss
CWHdm_WA/113,30.75587702,Ss
CWHds2/05,29.35249921,Ss
CWHds2/07,31.88513236,Ss
CWHds2/12,25.96857561,Ss
CWHmh_OR/101,29.2323894,Ss
CWHmh_OR/103,25.76699008,Ss
CWHmh_OR/110,25.55577672,Ss
CWHmh_OR/112,33.76097891,Ss
CWHmh_OR/113,33.22968007,Ss
CWHmm1/12,23.87731611,Ss
CWHms1/11,23.34111907,Ss
CWHms2/04,26.84337616,Ss
CWHms2/05,23.30176256,Ss
CWHms2/06,28.05702243,Ss
CWHms2/11,21.49999491,Ss
CWHvh1/01,22.76380075,Ss
CWHvh1/04,23.23597969,Ss
CWHvh1/05,29.98046075,Ss
CWHvh1/06,31.31114048,Ss
CWHvh1/07,30.43931795,Ss
CWHvh1/11,21.76234654,Ss
CWHvh1/13,19.79550588,Ss
CWHvh2/01,20.1070639,Ss
CWHvh2/03,21.47068216,Ss
CWHvh2/04,27.33960383,Ss
CWHvh2/05,30.20356374,Ss
CWHvh2/06,30.90953432,Ss
CWHvh2/07,28.51103101,Ss
CWHvh2/13,19.03442395,Ss
CWHvh3/101,20.35196591,Ss
CWHvh3/105,27.62425381,Ss
CWHvh3/106,30.46996808,Ss
CWHvh3/110,30.13556169,Ss
CWHvh3/114,27.84187272,Ss
CWHvh3/117,21.46006338,Ss
CWHvh_WA/101,25.82513021,Ss
CWHvh_WA/102,24.5723824,Ss
CWHvh_WA/103,25.36304759,Ss
CWHvh_WA/110,25.23651362,Ss
CWHvh_WA/111,23.84522514,Ss
CWHvh_WA/112,33.66918222,Ss
CWHvh_WA/113,32.40893141,Ss
CWHvm1/01,25.53366132,Ss
CWHvm1/04,28.09902038,Ss
CWHvm1/05,29.81146045,Ss
CWHvm1/06,25.05061574,Ss
CWHvm1/07,30.2081359,Ss
CWHvm1/08,30.2081359,Ss
CWHvm1/14,23.70430351,Ss
CWHvm2/01,21.47886739,Ss
CWHvm2/04,24.24699127,Ss
CWHvm2/05,25.6783285,Ss
CWHvm2/06,20.8092435,Ss
CWHvm2/07,26.0660998,Ss
CWHvm2/08,26.0660998,Ss
CWHvm2/11,18.40318807,Ss
CWHvm_WA/110,23.18466814,Ss
CWHvm_WA/111,22.30928331,Ss
CWHvm_WA/112,28.37864458,Ss
CWHvm_WA/113,30.80733043,Ss
CWHwh1/101,27.30882206,Ss
CWHwh1/102,23.13852955,Ss
CWHwh1/105,30.37700604,Ss
CWHwh1/110,21.45586302,Ss
CWHwh1/111,31.58976299,Ss
CWHwh1/116,28.25023165,Ss
CWHwh1/118,19.31880426,Ss
CWHwh2/101,19.48425813,Ss
CWHwh2/110,24.18588642,Ss
CWHwh2/111,15.87117506,Ss
CWHwh2/112,17.42639051,Ss
CWHwh_WA/101,26.83777466,Ss
CWHwh_WA/102,25.61597929,Ss
CWHwh_WA/103,26.37991751,Ss
CWHwh_WA/110,26.47150516,Ss
CWHwh_WA/111,25.15169067,Ss
CWHwh_WA/112,34.90100805,Ss
CWHwh_WA/113,33.77153135,Ss
CWHwm/01,24.24357885,Ss
CWHwm/02,19.13232971,Ss
CWHwm/03,28.35569196,Ss
CWHwm/04,29.10273429,Ss
CWHwm/09,22.02355667,Ss
CWHws1/01,23.59320782,Ss
CWHws1/04,30.99117976,Ss
CWHws1/05,24.62246232,Ss
CWHws1/06,29.33078169,Ss
CWHws1/11,23.81136165,Ss
CWHws2/01,21.84280146,Ss
CWHws2/04,25.87881416,Ss
CWHws2/05,22.5486287,Ss
CWHws2/06,27.43009797,Ss
CWHws2/11,21.55811437,Ss
CWHxm1/12,25.97273348,Ss
CWHxm2/12,25.86171832,Ss
IDFww/05,29.36064661,Ss
IDFww/06,30.36484673,Ss
IDFww/07,25.53984589,Ss
MHmm1/01,19.50616564,Ss
MHwh/101,14.75362158,Ss
MHwh/110,17.87477108,Ss
MHwh/111,14.92759362,Ss
MHwh1/01,19.03625296,Ss
MHwh1/03,23.75139573,Ss
MHwh1/05,21.45950952,Ss
MHwh1/06,15.29120997,Ss
MHwh1/07,20.37845348,Ss
MHwh1/09,16.13756457,Ss
BGxh1/07,18.35094893,Sx
BGxh2/07,17.55519978,Sx
BSJPap/b,19.55597625,Sx
BSJPap/c,18.24121827,Sx
BSJPap/e,22.89228756,Sx
BSJPku/b,17.28308714,Sx
BSJPku/c,16.16079731,Sx
BSJPku/e,20.70539059,Sx
BSJPpa/b,18.89858325,Sx
BSJPpa/c,17.31009752,Sx
BSJPpa/e,21.82179876,Sx
BWBScm/b,18.72448084,Sx
BWBScm/d,20.91231203,Sx
BWBScm/e,22.66956158,Sx
BWBScm/f,23.83084512,Sx
BWBScm/h,22.77919847,Sx
BWBSdk/101,18.03932557,Sx
BWBSdk/102,12.60086985,Sx
BWBSdk/110,19.01322536,Sx
BWBSdm/b,18.28879288,Sx
BWBSdm/d,20.97817594,Sx
BWBSdm/e,22.06181858,Sx
BWBSdm/f,23.60329198,Sx
BWBSdm/h,22.59664392,Sx
BWBSlb/b,20.05183009,Sx
BWBSlb/d,22.87975182,Sx
BWBSlb/e,24.93070729,Sx
BWBSlb/f,22.07740811,Sx
BWBSlb/j,16.23484003,Sx
BWBSlf/b,18.76222233,Sx
BWBSlf/c,21.02838009,Sx
BWBSlf/e,22.03332711,Sx
BWBSlf/f,24.26323743,Sx
BWBSlf/h,17.13923728,Sx
BWBSlf/i,23.91866543,Sx
BWBSlf/j,17.55596482,Sx
BWBSmk/101,22.31044289,Sx
BWBSmk/102,18.51347402,Sx
BWBSmk/110,21.90648195,Sx
BWBSmw/101,21.23042422,Sx
BWBSmw/102,17.21858021,Sx
BWBSmw/111,22.08377717,Sx
BWBSnm/b,15.65073332,Sx
BWBSnm/d,19.86404935,Sx
BWBSnm/e,20.88021594,Sx
BWBSnm/f,22.46578322,Sx
BWBSnm/h,20.91704696,Sx
BWBSpp/b,17.76750965,Sx
BWBSpp/d,20.55907232,Sx
BWBSpp/e,21.95232002,Sx
BWBSpp/f,23.1721209,Sx
BWBSpp/h,22.17446962,Sx
BWBSub/b,20.00796599,Sx
BWBSub/d,23.09942514,Sx
BWBSub/e,24.39395097,Sx
BWBSub/f,21.85484885,Sx
BWBSub/j,16.06004528,Sx
BWBSuf/c,20.7768562,Sx
BWBSuf/e,21.33756492,Sx
BWBSuf/f,23.03623267,Sx
BWBSuf/i,20.04256724,Sx
BWBSuf/j,21.46501117,Sx
BWBSvk/d,18.2663649,Sx
BWBSvk/h,17.76164165,Sx
BWBSvk/m,19.32317487,Sx
BWBSwk1/101,20.01725624,Sx
BWBSwk1/102,15.74616015,Sx
BWBSwk1/111,19.50755083,Sx
BWBSwk2/101,18.29482086,Sx
BWBSwk2/102,14.49628731,Sx
BWBSwk2/110,20.62924358,Sx
BWBSwk3/101,19.26558638,Sx
BWBSwk3/102,15.75809593,Sx
BWBSwk3/110,17.61955249,Sx
CWHds1/05,22.26094971,Sx
CWHds2/05,20.81275083,Sx
CWHds_WA/111,15.57944342,Sx
CWHds_WA/113,19.50749541,Sx
CWHmm2/01,21.46856136,Sx
CWHmm2/03,20.55532269,Sx
CWHmm2/04,22.75007843,Sx
CWHmm2/05,23.95872183,Sx
CWHms1/01,19.82225245,Sx
CWHms1/03,18.80973998,Sx
CWHms1/04,22.27467421,Sx
CWHms1/06,23.48520249,Sx
CWHms1/11,18.03185627,Sx
CWHms2/04,22.14012551,Sx
CWHms2/06,21.63240865,Sx
CWHms_OR/113,20.34731169,Sx
CWHms_WA/110,19.35907203,Sx
CWHms_WA/112,21.06471511,Sx
CWHms_WA/113,19.53652428,Sx
CWHws1/01,22.7332028,Sx
CWHws1/04,25.02137904,Sx
CWHws1/05,23.22649962,Sx
CWHws1/06,25.90449583,Sx
CWHws1/11,20.53264634,Sx
CWHws2/01,20.21835322,Sx
CWHws2/04,22.75331672,Sx
CWHws2/05,19.29788273,Sx
CWHws2/06,22.18420286,Sx
CWHws2/11,16.78608841,Sx
ESSFab/b,14.11196873,Sx
ESSFab/c,17.35282815,Sx
