"Unit","Spp","SIPred","aSMR"
"BGxh1/05","At",17.9878529634543,2.25
"BGxh1/06","At",20.2637367468803,4.5
"BGxh1/07","At",22.9216667590388,6.5
"BGxh2/03","At",16.59776662732,0.5
"BGxh2/04","At",16.59776662732,0.5
"BGxh2/05","At",16.9428221401539,0.7
"BGxh2/07","At",20.2637367468803,4.5
"BGxw1/03","At",19.0397511117079,0.5
"BGxw1/05","At",17.6555898176241,2
"BGxw1/08","At",21.6717875865521,5.25
"BGxw2/110","At",18.5938203776225,2.75
"BGxw2/111","At",18.5938203776225,2.75
"BGxw2/113","At",19.5624537889385,3.5
"BGxw2/114","At",20.5839483605242,4.83333333333333
"BGxw2/115","At",20.1699145302242,4.5
"BWBSdk/101","At",13.6660523941337,4.6
"BWBSdk/102","At",11.9068841781245,2.8
"BWBSdk/110","At",16.3920716075286,7
"BWBSmk/101","At",15.5266820249332,4.25
"BWBSmk/102","At",12.9052415038701,2.8
"BWBSmk/110","At",17.9433004884096,7
"BWBSmw/101","At",17.4568861382202,4.5
"BWBSmw/102","At",13.8143008796094,2.6
"BWBSmw/111","At",19.690627886412,6.5
"BWBSwk1/101","At",16.1819407154881,4.75
"BWBSwk1/102","At",14.821496617103,3.3
"BWBSwk1/111","At",17.3659479547954,6.5
"BWBSwk2/101","At",14.5626111206307,4.25
"BWBSwk2/102","At",13.1265189067878,3
"BWBSwk2/110","At",15.6227079390997,5.5
"BWBSwk3/101","At",14.7791958485108,4.83333333333333
"BWBSwk3/102","At",12.5538699696942,3.6
"BWBSwk3/110","At",15.9039046336073,7
"BWBSwk3/111","At",14.8780138849132,7.5
"ESSFdv1/01","At",16.8663923143894,4.83333333333333
"ESSFdv1/02","At",16.5450028227232,2.57142857142857
"ESSFdv1/03","At",15.9050536754186,2.66666666666667
"ESSFdv1/04","At",16.4815698649587,3.75
"ESSFdv1/05","At",19.133136530375,5.46666666666667
"ESSFdv1/06","At",19.7633214708343,7.5
"ESSFdv2/01","At",16.2949813907248,5
"ESSFdv2/02","At",15.9507203362824,2.71428571428571
"ESSFdv2/03","At",15.2097244448233,2.83333333333333
"ESSFdv2/04","At",15.7618226220488,3.75
"ESSFdv2/05","At",18.5130630500087,5.6
"ESSFdv2/06","At",18.9983819975589,7.5
"ESSFdvw/01","At",16.3777245263495,4.83333333333333
"ESSFdvw/02","At",15.7312246324676,2.57142857142857
"ESSFdvw/03","At",15.1201703580817,2.66666666666667
"ESSFdvw/06","At",18.8303543250776,7.5
"ESSFmh/101","At",20.5961867460513,5
"ESSFmh/102","At",17.9050223195289,3
"ESSFmh/103","At",18.2476133823578,3.5
"ESSFmh/104","At",18.4042961820882,3.75
"ESSFmh/105","At",18.8094821378205,3.83333333333333
"ESSFmh/110","At",22.9750458784253,5.75
"ESSFmh/111","At",23.4265702740502,6.5
"ESSFmh/112","At",23.3720869891844,7
"ESSFmv1/01","At",16.57070804424,4
"ESSFmv1/02","At",14.1503131776771,2.5
"ESSFmv1/03","At",15.3706110330499,3.75
"ESSFmv1/04","At",18.2974597459619,6
"ESSFmv1/05","At",18.3859053605705,7.25
"ESSFwh1/101","At",20.9455615011964,5.5
"ESSFwh1/102","At",17.7256513379676,3.5
"ESSFwh1/103","At",18.1781308556322,4.16666666666667
"ESSFwh1/104","At",18.3356150063552,4.33333333333333
"ESSFwh1/110","At",21.4751233228189,7
"ESSFwh1/111","At",22.4399746442572,7.75
"ESSFwh2/101","At",18.1215222902177,4.8
"ESSFwh2/102","At",16.5753413844138,3.2
"ESSFwh2/103","At",16.7777584593196,3.5
"ESSFwh2/104","At",17.7788712606577,4.5
"ESSFwh2/110","At",20.3478871832247,5.66666666666667
"ESSFwh2/111","At",20.7078188435995,6.5
"ESSFwh2/112","At",21.6347394941375,7.5
"ESSFwh3/101","At",19.0780967384841,5.25
"ESSFwh3/102","At",16.9454589641176,3.66666666666667
"ESSFwh3/103","At",17.2255873735333,4
"ESSFwh3/104","At",17.556736522665,4.33333333333333
"ESSFwh3/110","At",20.6552194292397,6.16666666666667
"ESSFwh3/111","At",21.5320490791839,6.9
"ESSFwh3/112","At",21.5620361006205,7.75
"ICHdk/01","At",17.4323380531345,3.75
"ICHdk/02","At",16.2781947134487,2.5
"ICHdk/04","At",17.3221901964621,3.5
"ICHdk/05","At",21.5752079749921,5.5
"ICHdk/06","At",21.5752079749921,5.5
"ICHdk/07","At",19.4008664963648,5.5
"ICHdk/08","At",21.8592832130745,6.28571428571429
"ICHdk/09","At",21.1235327667736,7.35714285714286
"ICHdm/101","At",19.2735430388901,3.875
"ICHdm/102","At",17.8249732328866,2.5
"ICHdm/103","At",18.6670758525482,3.25
"ICHdm/110","At",20.9485997021887,5
"ICHdm/111","At",22.6455864344931,6
"ICHdm/112","At",23.7438156790168,7.25
"ICHdw1/101","At",18.5418568507415,3.6
"ICHdw1/102","At",17.2229229184379,2.25
"ICHdw1/103","At",18.1231677008448,2.5
"ICHdw1/104","At",18.2976902970193,2.8
"ICHdw1/110","At",21.2337896521244,5
"ICHdw1/111","At",22.243256890838,6
"ICHdw1/112","At",22.4666511930466,7.25
"ICHdw1/113","At",23.5294416655655,7.25
"ICHdw4/101","At",18.4365344280876,3.5
"ICHdw4/102","At",16.8205245526328,1.9
"ICHdw4/103","At",17.6452471221162,2.25
"ICHdw4/104","At",18.0264794729453,2.8
"ICHdw4/110","At",21.3181501076995,5.25
"ICHdw4/111","At",23.176477944289,6
"ICHdw4/112","At",23.176477944289,6
"ICHmc1/01","At",19.2976908108418,5.5
"ICHmc1/02","At",17.0885481247417,4.14285714285714
"ICHmc1/03","At",22.0190157147798,6
"ICHmc1/04","At",22.0118059932523,7.1
"ICHmc1/06","At",22.0371893682154,7.75
"ICHmc1a/01","At",18.6056657979876,4.66666666666667
"ICHmc1a/02","At",21.912013855108,6.16666666666667
"ICHmc1a/03","At",22.8297290052811,7.16666666666667
"ICHmc2/01","At",17.9465342991119,5
"ICHmc2/02","At",16.982932049406,3.25
"ICHmc2/03","At",21.7411122491684,5.5
"ICHmc2/04","At",21.8372668723026,6
"ICHmc2/05","At",22.6365742904463,7
"ICHmc2/06","At",22.6869645690541,7
"ICHmc2/07","At",22.59475503179,7.5
"ICHmc2/08","At",22.6184250855866,8
"ICHmk1/01","At",19.5005588762486,4.33333333333333
"ICHmk1/02","At",18.1337730957194,2.16666666666667
"ICHmk1/03","At",18.6922562819077,3.25
"ICHmk1/04","At",19.3481068820433,3.75
"ICHmk1/05","At",22.0093595878716,4.75
"ICHmk1/06","At",23.2663108595533,6
"ICHmk1/07","At",24.0300041268766,7.25
"ICHmk2/01","At",18.7230537907077,4.2
"ICHmk2/02","At",17.4855149678744,2.25
"ICHmk2/03","At",18.0538739292232,3
"ICHmk2/04","At",20.4810880065364,3.66666666666667
"ICHmk2/05","At",21.6253890788558,5.5
"ICHmk2/06","At",22.9288575887308,7.25
"ICHmk3/01","At",17.8755890671072,4.25
"ICHmk3/02","At",17.4721342957986,2.75
"ICHmk3/03","At",17.7044594719574,3.5
"ICHmk3/04","At",20.2766892244446,5.5
"ICHmk3/05","At",21.2521408252966,6
"ICHmk3/06","At",22.5101748806347,6.5
"ICHmk3/07","At",20.7783371658726,7
"ICHmk4/101","At",18.342811202898,4.5
"ICHmk4/102","At",17.6696834158074,2.9
"ICHmk4/103","At",17.8669674572991,3.875
"ICHmk4/110","At",21.0314732840925,6
"ICHmk4/111","At",22.1658177192546,6.5
"ICHmk4/112","At",22.0855394646607,7.5
"ICHmk5/101","At",17.537313801949,4
"ICHmk5/102","At",16.4527124702787,2
"ICHmk5/103","At",17.1443205614279,3
"ICHmk5/104","At",17.3663159767427,3.5
"ICHmk5/110","At",20.7693533922027,6
"ICHmk5/111","At",20.7693533922027,6
"ICHmk5/112","At",21.8398292349326,7.25
"ICHmm/01","At",18.9333586493381,4.25
"ICHmm/02","At",17.6697424667219,2.5
"ICHmm/03","At",18.588151791361,3.75
"ICHmm/04","At",21.6165303483645,6
"ICHmm/05","At",21.6673176750468,6.5
"ICHmm/06","At",23.1761148692187,7
"ICHmm/07","At",20.8374968042524,8
"ICHmm/08","At",21.1165447377291,8
"ICHmw1/01","At",19.8527236445612,4.25
"ICHmw1/02","At",20.4702627141784,3
"ICHmw1/03","At",18.3581695787231,3.75
"ICHmw1/04","At",20.4608622727182,3.75
"ICHmw1/05","At",19.2325223871084,5.25
"ICHmw1/06","At",21.0922490620506,5.25
"ICHmw1/07","At",23.4989593622044,6.6
"ICHmw2/101","At",19.7415845193348,4.875
"ICHmw2/102","At",18.487008500131,3.125
"ICHmw2/103","At",18.8815737124917,3.33333333333333
"ICHmw2/104","At",18.8191710904308,4.16666666666667
"ICHmw2/110","At",22.0995448830813,5.66666666666667
"ICHmw2/111","At",24.1590727048809,6.6
"ICHmw2/112","At",24.1590727048809,6.6
"ICHmw2/113","At",23.0445815946839,7.5
"ICHmw2/114","At",24.0967790419815,7.5
"ICHmw3/01","At",20.6329910906754,5
"ICHmw3/02","At",18.1524433592207,2.9375
"ICHmw3/03","At",19.8712638863867,3.66666666666667
"ICHmw3/04","At",18.3680191448532,4.33333333333333
"ICHmw3/05","At",20.2269139220728,4.33333333333333
"ICHmw3/06","At",21.7670453577296,5.5
"ICHmw3/08","At",22.9116967571035,6.66666666666667
"ICHmw4/101","At",20.9008561748903,5.3
"ICHmw4/102","At",18.7050271325681,3.83333333333333
"ICHmw4/103","At",18.9521972674363,4.5
"ICHmw4/104","At",20.0085219870752,4.875
"ICHmw4/110","At",23.2919470989993,6.16666666666667
"ICHmw4/111","At",23.2919470989993,6.16666666666667
"ICHmw4/112","At",23.2416746124499,7.25
"ICHmw4/113","At",23.2416746124499,7.25
"ICHmw4/114","At",24.1419413806075,8
"ICHmw5/101","At",20.5037555870255,5
"ICHmw5/102","At",18.4716786886698,3.2
"ICHmw5/103","At",18.8708685339479,3.5
"ICHmw5/104","At",18.8739627536763,4.16666666666667
"ICHmw5/110","At",22.1613898047118,5.66666666666667
"ICHmw5/111","At",23.182443043896,6.5
"ICHmw5/112","At",23.182443043896,6.5
"ICHmw5/113","At",24.2033084263119,7
"ICHvc/01","At",21.040787777748,6.2
"ICHvc/02","At",17.9093837252468,4.95
"ICHvc/03","At",22.6117668397879,6.3
"ICHvc/06","At",22.5569687632793,8
"ICHvk1/01","At",21.8223971468934,6
"ICHvk1/02","At",18.757656306549,4.16666666666667
"ICHvk1/03","At",19.4479403472565,5.25
"ICHvk1/04","At",20.5938513051436,5.75
"ICHvk1/05","At",22.435293999267,7.25
"ICHvk1/06","At",22.9887984697863,8
"ICHvk2/01","At",21.6528805955511,6.2
"ICHvk2/02","At",18.4305788503156,4
"ICHvk2/03","At",18.884990235744,4.5
"ICHvk2/04","At",20.3531220355389,5.5
"ICHvk2/06","At",22.5247294034803,8
"ICHvk2/07","At",20.9486833795874,8
"ICHwc/01","At",21.3056057471111,5.5
"ICHwc/02","At",17.3484868124074,3.7
"ICHwc/03","At",18.1776579538436,4.625
"ICHwc/04","At",22.2649067479644,6
"ICHwc/05","At",22.2594379147847,6.5
"ICHwc/07","At",20.0180456406894,7.2
"ICHwc/08","At",22.2480815298475,7.75
"ICHwk1/01","At",19.9670380074298,5.25
"ICHwk1/02","At",18.4333000590845,3.75
"ICHwk1/03","At",19.2194121647467,3.75
"ICHwk1/04","At",19.1051441303262,4.5
"ICHwk1/05","At",23.3741682601261,7
"ICHwk1/07","At",23.2880489867481,7.75
"ICHwk1/08","At",21.8480676861786,7.83333333333333
"ICHwk2/01","At",20.1244844663572,5.78571428571429
"ICHwk2/02","At",17.5812451697601,3.75
"ICHwk2/03","At",18.926309473476,3.75
"ICHwk2/04","At",18.2761560506262,4.5
"ICHwk2/07","At",22.9638273347477,6.5
"ICHwk2/08","At",22.731085908303,7.75
"ICHwk3/01","At",21.5034162401166,5.9375
"ICHwk3/02","At",18.4973259863507,4
"ICHwk3/03","At",19.0313974828777,4.5
"ICHwk3/04","At",20.2100909481114,4.75
"ICHwk3/05","At",21.9536605764187,6.5
"ICHwk3/06","At",22.9589075927273,8
"ICHwk3/07","At",21.5187542445412,8
"ICHwk3/08","At",21.246329280603,8
"ICHwk3/09","At",23.5547426051348,8
"ICHwk4/01","At",21.1452587130884,6
"ICHwk4/02","At",18.1992173359287,4.25
"ICHwk4/03","At",19.426984331772,4.25
"ICHwk4/04","At",18.5211783876008,4.75
"ICHwk4/05","At",19.4614765516524,5.1
"ICHwk4/07","At",22.8691320467016,6.5
"ICHwk4/08","At",22.9036984392306,8
"ICHxw/101","At",18.2037567943094,3.5
"ICHxw/102","At",16.9390022189654,1.5
"ICHxw/103","At",17.446472233279,2.5
"ICHxw/104","At",17.6215237269212,2.83333333333333
"ICHxw/110","At",19.1577633254858,4.16666666666667
"ICHxw/111","At",20.8242365227344,5.25
"ICHxw/112","At",22.2596330939486,7
"ICHxw/113","At",23.3084200107931,7
"ICHxwa/101","At",18.0546563026205,3.5
"ICHxwa/102","At",16.7812542434464,1.5
"ICHxwa/103","At",17.0959404635086,2
"ICHxwa/104","At",17.1675207886102,2.33333333333333
"ICHxwa/110","At",19.1014899160548,3.83333333333333
"ICHxwa/111","At",20.5720082370662,5
"ICHxwa/112","At",22.1067900858175,7
"ICHxwa/113","At",23.1553135589613,7
"IDFdk1/01","At",18.0079045029173,3.25
"IDFdk1/02","At",18.5802237581644,1
"IDFdk1/03","At",17.4564851899404,1.85714285714286
"IDFdk1/04","At",17.8060865874046,2.83333333333333
"IDFdk1/05","At",19.7551380521399,4
"IDFdk1/06","At",22.4887647169347,5.25
"IDFdk2/01","At",18.566910620275,3.25
"IDFdk2/02","At",18.0189697658072,1.66666666666667
"IDFdk2/03","At",18.6390735525375,2.9
"IDFdk2/04","At",19.6982216136444,4
"IDFdk2/05","At",22.6245216849244,5.14285714285714
"IDFdk2/06","At",22.6597047933321,5.85714285714286
"IDFdk2/07","At",23.1050282097719,7.14285714285714
"IDFdk3/01","At",17.9827821910771,3.5
"IDFdk3/02","At",16.5428235646116,1.5
"IDFdk3/03","At",17.8963196173488,1.5
"IDFdk3/04","At",17.8963196173488,2
"IDFdk3/06","At",18.0914979778842,2.5
"IDFdk3/07","At",20.1045806578295,4
"IDFdk3/08","At",21.2352786180107,4
"IDFdk3/09","At",22.0009116237917,7
"IDFdk4/01","At",16.4878705149858,2.875
"IDFdk4/02","At",15.6095917931705,1
"IDFdk4/03","At",15.3782399756153,1.5
"IDFdk4/04","At",16.6687146217024,1.5
"IDFdk4/05","At",16.6687146217024,2.25
"IDFdk4/06","At",15.5644896047332,2.5
"IDFdk4/07","At",15.8431232299619,2.5
"IDFdk4/08","At",17.4073311509375,4
"IDFdk4/09","At",19.4757973591375,4
"IDFdk4/10","At",20.5848248450981,7
"IDFdk5/101","At",17.4552501483532,3.16666666666667
"IDFdk5/102","At",15.4470010234582,1.5
"IDFdk5/103","At",16.1323015965651,2
"IDFdk5/104","At",16.3218779187161,2.5
"IDFdk5/110","At",19.0832047350111,5
"IDFdk5/111","At",21.5689520363421,7.2
"IDFdm1/01","At",17.518444460886,2.75
"IDFdm1/03","At",17.2035589112478,1.59090909090909
"IDFdm1/04","At",17.2035589112478,2
"IDFdm1/05","At",19.1760889635655,3
"IDFdm1/06","At",21.1230231902553,4.5
"IDFdm1/07","At",21.9708903592102,5.9
"IDFdm2/101","At",18.4032708664543,2.83333333333333
"IDFdm2/102","At",16.8221164107155,1
"IDFdm2/103","At",17.2376479302477,2
"IDFdm2/104","At",17.4319994624873,2.375
"IDFdm2/110","At",19.7585576794205,3.75
"IDFdm2/111","At",21.3873154212112,5
"IDFdm2/112","At",22.8777515917243,7
"IDFmw1/01","At",18.6507171956958,3.66666666666667
"IDFmw1/02","At",18.0174264290485,1.34615384615385
"IDFmw1/03","At",17.2813683001685,2.22727272727273
"IDFmw1/04","At",18.433083312808,2.78571428571429
"IDFmw1/05","At",21.5440555209943,5.25
"IDFmw1/06","At",21.5440555209943,5.25
"IDFmw2/01","At",17.7557427563935,4
"IDFmw2/02","At",16.8809122498828,1.75
"IDFmw2/03","At",17.2292529980376,2.54545454545455
"IDFmw2/04","At",19.9973765194787,5.16666666666667
"IDFmw2/05","At",21.5099929994933,7.25
"IDFxh1/01","At",17.2035589112478,2.25
"IDFxh1/02","At",16.9335025479186,0.833333333333333
"IDFxh1/03","At",17.6555898176241,1
"IDFxh1/04","At",17.2813683001685,1.83333333333333
"IDFxh1/05","At",18.7354764470891,2.25
"IDFxh1/06","At",18.3715443566202,3
"IDFxh1/07","At",18.3715443566202,3
"IDFxh1/08","At",21.0437279463365,4.5
"IDFxh2/01","At",17.704142844647,2.57692307692308
"IDFxh2/02","At",17.037941185172,0.75
"IDFxh2/03","At",17.3070244422821,1.27777777777778
"IDFxh2/04","At",17.3070244422821,1.75
"IDFxh2/05","At",17.037941185172,2.25
"IDFxh2/06","At",19.5549975880156,2.8
"IDFxh2/07","At",21.8737302580261,4.5
"IDFxh2/08","At",22.1499165548749,5
"IDFxh4/01","At",16.866870854936,2.5
"IDFxh4/02","At",16.59776662732,0.833333333333333
"IDFxh4/03","At",17.3203908422253,1
"IDFxh4/04","At",16.9428221401539,1.88888888888889
"IDFxh4/05","At",18.3961047285209,2.5
"IDFxh4/06","At",17.9258964135443,3.25
"IDFxh4/07","At",17.9258964135443,3.25
"IDFxh4/08","At",20.1033840494499,4.5
"IDFxk/101","At",17.7144648898378,2.5
"IDFxk/102","At",16.7784581538723,0.75
"IDFxk/103","At",16.9731434896972,1.375
"IDFxk/110","At",17.7144648898378,2.5
"IDFxk/111","At",18.8466964253796,3.5
"IDFxk/112","At",20.5314873844386,4.7
"IDFxk/113","At",22.3911779274241,6.3
"IDFxm/01","At",17.508445735694,2.5
"IDFxm/02","At",17.0502793436613,1
"IDFxm/03","At",16.7812542434464,1.75
"IDFxm/04","At",17.508445735694,1.75
"IDFxm/05","At",17.508445735694,2.5
"IDFxm/06","At",19.2190536317952,3.5
"IDFxm/07","At",21.0047153456997,3.5
"IDFxm/08","At",20.9609049926183,4.5
"IDFxm/09","At",22.3803145803669,6.5
"IDFxw/01","At",17.9574393430814,2.75
"IDFxw/02","At",17.6555898176241,1
"IDFxw/03","At",17.6555898176241,1.5
"IDFxw/04","At",17.6555898176241,2
"IDFxw/06","At",21.1437570437707,3.5
"IDFxw/07","At",23.1130521608495,5.5
"IDFxx2/101","At",18.2620034996317,2.5
"IDFxx2/102","At",16.59776662732,0.5
"IDFxx2/103","At",17.3203908422253,1
"IDFxx2/104","At",18.0589508281285,2
"IDFxx2/110","At",18.2620034996317,2.5
"IDFxx2/111","At",20.4168853252537,3.5
"IDFxx2/112","At",22.882474112294,6.3
"MSdc1/01","At",18.5290992968461,3.75
"MSdc1/02","At",17.5485669748335,1.75
"MSdc1/03","At",18.1266622627371,3
"MSdc1/04","At",20.6912510985862,4.75
"MSdk/101","At",17.5609395286584,3.83333333333333
"MSdk/102","At",15.364743373587,2.4
"MSdk/103","At",17.0061318871198,3
"MSdk/104","At",16.2007289171951,4.33333333333333
"MSdk/105","At",17.3004449877196,3.5
"MSdk/110","At",20.8295205104072,5.5
"MSdk/111","At",21.1176235736683,7.25
"MSdk/112","At",19.0777972853939,7.25
"MSdm1/01","At",19.2045256809305,4.18181818181818
"MSdm1/02","At",18.2014512010021,2.40909090909091
"MSdm1/03","At",18.512838531914,3.0625
"MSdm1/04","At",18.7221502947395,3.72727272727273
"MSdm1/05","At",20.1618821738268,5.3
"MSdm1/06","At",23.1612092619401,6
"MSdm1/07","At",22.61771058268,7.25
"MSdm1/08","At",22.7124794492783,7.15
"MSdm2/01","At",19.2794159544527,4.5
"MSdm2/02","At",18.3327537601302,2.16666666666667
"MSdm2/03","At",18.6858688339659,2.83333333333333
"MSdm2/04","At",18.940443234087,3.55555555555556
"MSdm2/05","At",20.3752253325911,5.33333333333333
"MSdm2/06","At",22.6393072836068,5.5
"MSdm2/07","At",23.2517450986507,7.25
"MSdw/101","At",18.2589298070613,4.5
"MSdw/102","At",17.1767121903644,2.66666666666667
"MSdw/103","At",17.5354606920182,3
"MSdw/104","At",17.7046718531455,3.6
"MSdw/110","At",21.9960061737452,5.5
"MSdw/111","At",22.2215430091186,7.25
"MSdw/112","At",20.1741922213491,7.25
"MSxk1/01","At",17.885587106846,3.75
"MSxk1/02","At",17.1641784123418,2.5
"MSxk1/05","At",17.7981363750804,3.54545454545455
"MSxk1/06","At",17.885587106846,3.75
"MSxk1/07","At",18.0669835609943,4.875
"MSxk1/08","At",20.296761635299,5.22727272727273
"MSxk1/09","At",22.2819347372723,6.16666666666667
"MSxk2/01","At",16.3603142761995,3.5
"MSxk2/02","At",15.3721245677316,2.125
"MSxk2/05","At",16.1369112187892,3.22727272727273
"MSxk2/06","At",16.3603142761995,3.5
"MSxk2/07","At",16.4097984544015,4.625
"MSxk2/08","At",18.6920853891261,5.04545454545455
"MSxk2/09","At",20.4429123587955,6
"MSxk3/01","At",15.813002861632,4.25
"MSxk3/02","At",15.4004560592577,2.875
"MSxk3/05","At",15.7151661744561,3.90909090909091
"MSxk3/06","At",15.813002861632,4.25
"MSxk3/07","At",16.3415571302284,5.375
"MSxk3/08","At",18.7942029544739,5.72727272727273
"MSxk3/09","At",20.2094842267245,6.66666666666667
"PPxh1/01","At",17.1520325548617,1.75
"PPxh1/02","At",16.8809122498828,0.5
"PPxh1/03","At",17.1520325548617,1
"PPxh1/04","At",19.4196624791103,1.25
"PPxh1/05","At",18.6889407325519,2
"PPxh1/06","At",19.8398345056421,2.75
"PPxh1/07","At",20.7003361933215,3.5
"PPxh1/08","At",21.1020940626099,4.5
"PPxh2/01","At",17.7508815428226,1.75
"PPxh2/02","At",16.59776662732,0.5
"PPxh2/03","At",16.9428221401539,1.27777777777778
"PPxh2/04","At",19.1255622410254,0.9
"PPxh2/06","At",19.5351330734364,2.75
"PPxh2/07","At",20.7205033911308,4.5
"PPxh3/01","At",17.7508815428226,2
"PPxh3/04","At",19.0071793390762,2.0625
"PPxh3/05","At",19.0071793390762,2.25
"PPxh3/06","At",19.1555926185448,3.8
"SBPSdc/01","At",16.7346990266619,3.5
"SBPSdc/02","At",15.6369059584544,2
"SBPSdc/03","At",15.9259335422831,2.78571428571429
"SBPSdc/04","At",16.291511520189,4
"SBPSdc/05","At",18.7744803389618,4.5
"SBPSdc/06","At",20.3099703555149,5.25
"SBPSdc/07","At",19.0623811370384,7
"SBPSdc/08","At",20.1364115470402,7
"SBPSmc/01","At",17.1241233015407,4
"SBPSmc/02","At",16.2558529426019,2.25
"SBPSmc/03","At",17.4549494433489,4
"SBPSmc/04","At",19.2177443881713,5.75
"SBPSmc/05","At",21.5142881685533,5.75
"SBPSmc/06","At",21.8588595275204,7.25
"SBPSmc/07","At",19.5976544832369,8
"SBPSmk/01","At",17.062239979389,4
"SBPSmk/02","At",15.9180878361731,2
"SBPSmk/03","At",16.3432887041886,2.25
"SBPSmk/04","At",16.8872839040437,3.14285714285714
"SBPSmk/06","At",20.1641076860925,5
"SBPSmk/07","At",20.7623254373189,6.5
"SBPSmk/08","At",19.3505043566402,8
"SBPSxc/01","At",16.7552247974931,3.5
"SBPSxc/02","At",15.8466030356074,2.45454545454545
"SBPSxc/03","At",18.0398685653595,5
"SBPSxc/04","At",19.0677963909048,5
"SBPSxc/05","At",19.4083335977424,5.9
"SBPSxc/06","At",21.0869969691304,5.75
"SBSdh1/01","At",18.9869246084441,3.75
"SBSdh1/02","At",17.5216069834274,2.5
"SBSdh1/03","At",17.8323217326601,2.5
"SBSdh1/04","At",18.3840851839229,3.25
"SBSdh1/05","At",18.2450152519143,3.78571428571429
"SBSdh1/06","At",19.6847672012912,4.75
"SBSdh1/07","At",23.6167257727926,6
"SBSdh1/08","At",21.2193391690823,7.5
"SBSdh2/01","At",18.0897526557613,4
"SBSdh2/02","At",17.1151188138143,2.75
"SBSdh2/03","At",17.1151188138143,2.75
"SBSdh2/04","At",17.6437278194289,3.25
"SBSdh2/05","At",17.5595210483778,4.125
"SBSdh2/06","At",19.6086590239962,5.25
"SBSdh2/07","At",21.495345701049,6.05555555555556
"SBSdh2/08","At",20.1924454438202,6.5
"SBSdk/01","At",17.948765740978,4.1
"SBSdk/02","At",16.8127997082516,2
"SBSdk/03","At",16.9960963072919,2.5
"SBSdk/04","At",18.5498275055878,2.83333333333333
"SBSdk/05","At",17.6389188809525,3.625
"SBSdk/06","At",20.6082653101381,4.5
"SBSdk/07","At",22.5004226011749,5.9
"SBSdk/09","At",20.4287647830239,7.25
"SBSdk/10","At",22.7572252177231,7.625
"SBSdw1/01","At",18.1668209462733,3.875
"SBSdw1/02","At",17.1824943052273,2
"SBSdw1/03","At",17.7120140774587,3.25
"SBSdw1/04","At",17.1292407013197,3.5
"SBSdw1/06","At",19.7656833331991,5
"SBSdw1/07","At",20.5462969351581,5.5
"SBSdw1/09","At",21.9482399025527,6.5
"SBSdw2/01","At",17.6290637947305,3.8
"SBSdw2/02","At",16.8365575413614,2
"SBSdw2/03","At",16.3494731418566,2.5
"SBSdw2/04","At",17.0300972122807,2.5
"SBSdw2/06","At",17.0581212340321,3.5
"SBSdw2/07","At",16.9725798730879,3.75
"SBSdw2/08","At",20.1488663911133,5.6
"SBSdw2/09","At",21.9856260145443,5.75
"SBSdw2/10","At",22.301101821452,6.5
"SBSdw2/11","At",20.1316140518087,7.25
"SBSdw3/01","At",19.2614337306149,4
"SBSdw3/02","At",17.5577092855575,2.5
"SBSdw3/03","At",17.5399239875257,3
"SBSdw3/04","At",18.6444273012617,3.5
"SBSdw3/05","At",18.2071251406401,4.33333333333333
"SBSdw3/06","At",19.4518971332724,4.75
"SBSdw3/07","At",22.1054536303024,5.5
"SBSdw3/08","At",23.4807094609777,6
"SBSdw3/09","At",22.8129039574449,6.5
"SBSdw3/10","At",21.2925174337377,8
"SBSmc1/01","At",17.4942903225931,4.16666666666667
"SBSmc1/02","At",17.3359824726085,3.25
"SBSmc1/03","At",17.3359824726085,3.25
"SBSmc1/07","At",21.5731811382477,6
"SBSmc1/08","At",21.0421287679452,7.5
"SBSmc2/01","At",17.230574582127,4
"SBSmc2/02","At",16.5158112147837,2.75
"SBSmc2/04","At",19.5345026838816,5.16666666666667
"SBSmc2/05","At",19.5345026838816,5.16666666666667
"SBSmc2/06","At",20.4059074816602,5
"SBSmc2/07","At",19.2235449818758,6
"SBSmc2/08","At",19.8315868079377,5.9
"SBSmc2/09","At",21.587172068586,6
"SBSmc2/10","At",20.9576817162455,7.25
"SBSmc2/11","At",20.9576817162455,7.25
"SBSmc2/12","At",20.9904928360945,8
"SBSmc3/01","At",17.2894890812286,4.5
"SBSmc3/02","At",15.8332020258316,2.5
"SBSmc3/03","At",15.9435323338341,3
"SBSmc3/04","At",16.5317976164638,3.5
"SBSmc3/05","At",16.2394099997977,4
"SBSmc3/06","At",18.7978913865719,5.5
"SBSmc3/07","At",20.064774186781,5.5
"SBSmc3/08","At",20.1634755686861,6.5
"SBSmc3/09","At",19.1991802247089,8
"SBSmh/01","At",18.2200942749042,4
"SBSmh/02","At",16.6509250525183,1.5
"SBSmh/03","At",16.8569405710546,2.5
"SBSmh/04","At",17.7749708922527,2.8
"SBSmh/05","At",17.8689843474396,3.2
"SBSmh/06","At",18.569793845223,4.25
"SBSmh/07","At",22.1527267488826,5
"SBSmh/09","At",21.1999462861502,6
"SBSmk1/01","At",18.9447738104244,5.25
"SBSmk1/02","At",16.0892576372154,2.5
"SBSmk1/03","At",16.2075030555468,3
"SBSmk1/04","At",16.8267347812095,3.5
"SBSmk1/05","At",16.86568513207,4.25
"SBSmk1/07","At",20.1346699240806,6
"SBSmk1/08","At",21.7638959077021,6.5
"SBSmk1/09","At",20.7057403359874,7.5
"SBSmk1/10","At",20.1942840244625,8
