"","ESSFdc3","MSdc2","MSxv","SBSmc1","SBSmc2","SBSmc3"
"2050-01-01",0.717463857323232,0.519025568181818,0.468578914141414,0.735505997474747,0.399516098484848,0.564902777777778
"2051-01-01",0.71817283608106,0.50699644934091,0.463490291215152,0.74398872086515,0.40817364405909,0.572378982133333
"2052-01-01",0.718447919709091,0.494703435636363,0.458191344872727,0.751981732072727,0.416659111563637,0.5795227904
"2053-01-01",0.718286384163384,0.482171052659091,0.452687814829293,0.759466523712625,0.424943235807575,0.586319328711111
"2054-01-01",0.7176855054,0.469423825999998,0.446985440799999,0.7664245884,0.432996751600001,0.592753723200001
"2055-01-01",0.716642559375,0.45648628125,0.4410899625,0.77283741875,0.44079039375,0.5988111
"2056-01-01",0.715154822044445,0.443382944000001,0.435007119644445,0.778686507377777,0.448294897066666,0.604476585244444
"2057-01-01",0.713219569364394,0.430138339840912,0.428742651948486,0.783953346898483,0.455480996359089,0.609735305066666
"2058-01-01",0.710834077290909,0.416776994363633,0.422302299127271,0.788619429927273,0.462319426436365,0.614572385600001
"2059-01-01",0.70799562178005,0.403323433159089,0.415691800895959,0.792666249079293,0.468780922107576,0.618972952977778
"2060-01-01",0.704701478787879,0.389802181818181,0.408916896969697,0.796075296969696,0.474836218181818,0.622922133333333
"2061-01-01",0.700948924270455,0.376237765931819,0.401983327063637,0.798828066213635,0.480456049468181,0.6264050528
"2062-01-01",0.69673523418384,0.362654711090912,0.394896830892931,0.800906049426262,0.485611150775756,0.629406837511111
"2063-01-01",0.69205768448409,0.34907754288636,0.387663148172726,0.802290739222727,0.490272256913637,0.6319126136
"2064-01-01",0.686913551127272,0.335530786909089,0.380288018618181,0.802963628218181,0.494410102690909,0.6339075072
"2065-01-01",0.681300110069445,0.32203896875,0.372777181944444,0.802906209027777,0.497995422916666,0.635376644444444
"2066-01-01",0.675214637266668,0.308626614000001,0.365136377866667,0.802099974266666,0.500998952399999,0.636305151466667
"2067-01-01",0.668654408675002,0.295318248250002,0.357371346100001,0.80052641655,0.503391425949999,0.6366781544
"2068-01-01",0.661616700250504,0.282138397090906,0.349487826359594,0.798167028492928,0.505143578375758,0.636480779377778
"2069-01-01",0.654098787949242,0.269111586113635,0.341491558360605,0.795003302710605,0.506226144486363,0.635698152533333
"2070-01-01",0.646097947727273,0.256262340909091,0.333388281818182,0.791016731818181,0.506609859090909,0.6343154
"2071-01-01",0.637611455540658,0.243615187068183,0.325183736447475,0.786188808430808,0.506265456998485,0.632317647911111
"2072-01-01",0.628636587345457,0.23119465018182,0.316883661963638,0.780501025163637,0.505163673018182,0.629690022400001
"2073-01-01",0.619170619097726,0.219025255840906,0.308493798081816,0.773934874631816,0.50327524195909,0.626417649599999
"2074-01-01",0.609210826753535,0.207131529636362,0.300019884517171,0.766471849450503,0.500570898630302,0.622485655644444
